start_gameboard,end_gameboard,exit_criteria,periodicity,rows,cols,max_height,max_width,runs
"5,10,0x4c34","7,18,0xc18000",stable,0,5,5,6,7,3
"5,10,0x4c35","9,14,0x1814090300800",spaceship,3,5,5,7,9,8
"5,10,0x4c38","7,11,0x41428200",stable,0,5,5,6,7,4
"5,10,0x4c39","8,13,0x40a0a0400",stable,0,5,5,6,8,4
"5,10,0x4c3c","12,51,0x1006c06302383301b00e0040",spaceship,2,5,5,12,12,24
"5,10,0x4c3d","8,13,0x63a624c3c10",spaceship,2,5,5,7,8,4
"5,10,0x4c81","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x4c88","7,17,0x1848600",stable,0,5,5,6,7,5
"5,10,0x4c89","7,17,0x1830000",stable,0,5,5,6,7,3
"5,10,0x4c90","7,42,0x0",extinct,0,5,5,6,7,3
"5,10,0x4c91","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x4c98","7,42,0x0",extinct,0,5,5,6,7,4
"5,10,0x4c99","7,42,0x0",extinct,0,5,5,6,7,5
"5,10,0x4d01","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x4d04","7,17,0x1020400",oscilator,2,5,5,6,7,4
"5,10,0x4d05","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x4d10","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x4d11","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x4d14","7,42,0x0",extinct,0,5,5,6,7,4
"5,10,0x4d15","7,15,0x3850e0000",spaceship,3,5,5,7,7,5
"5,10,0x4e01","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x4e04","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x4e05","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x4e08","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x4e09","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x4e0c","7,23,0x60c00",stable,0,5,5,6,7,3
"5,10,0x4e0d","7,42,0x0",extinct,0,5,5,6,7,3
"5,10,0x4e10","8,18,0x20202000",oscilator,2,5,5,6,8,4
"5,10,0x4e11","8,18,0x20202000",oscilator,2,5,5,6,8,4
"5,10,0x4e14","8,48,0x0",extinct,0,5,5,6,8,3
"5,10,0x4e15","8,48,0x0",extinct,0,5,5,6,8,3
"5,10,0x4e18","8,18,0x2050502000",spaceship,2,5,5,7,8,4
"5,10,0x4e19","8,18,0x2050502000",spaceship,2,5,5,7,8,4
"5,10,0x4e1c","8,25,0x60600000",stable,0,5,5,7,8,6
"5,10,0x4e1d","8,25,0x60502000",stable,0,5,5,7,8,5
"5,10,0x5001","7,42,0x0",extinct,0,5,5,6,7,1
"5,10,0x5003","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x5009","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x500b","7,17,0x1020400",oscilator,2,5,5,6,7,4
"5,10,0x5011","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x5013","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x5019","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x501b","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x5021","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x5022","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x5023","7,25,0x18300",stable,0,5,5,6,7,3
"5,10,0x5028","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x5029","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x502a","7,17,0x1020400",oscilator,2,5,5,6,7,4
"5,10,0x502b","7,49,0x0",extinct,0,5,5,7,7,6
"5,10,0x5030","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x5031","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x5032","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x5033","7,25,0x18300",stable,0,5,5,6,7,3
"5,10,0x5038","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x5039","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x503a","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x503b","7,25,0x18300",stable,0,5,5,6,7,4
"5,10,0x5041","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x5049","7,17,0x1020400",oscilator,2,5,5,6,7,4
"5,10,0x5051","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x5059","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x5068","7,17,0x1848600",stable,0,5,5,6,7,5
"5,10,0x5070","7,42,0x0",extinct,0,5,5,6,7,3
"5,10,0x5078","7,17,0x1830000",stable,0,5,5,6,7,3
"5,10,0x5101","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x5103","7,16,0x3090c00",stable,0,5,5,6,7,5
"5,10,0x5111","7,15,0x60c0000",stable,0,5,5,6,7,3
"5,10,0x5113","7,42,0x0",extinct,0,5,5,6,7,4
"5,10,0x5122","7,16,0x3090c00",stable,0,5,5,6,7,5
"5,10,0x5132","7,42,0x0",extinct,0,5,5,6,7,4
"5,10,0x5201","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x5203","7,42,0x0",extinct,0,5,5,6,7,3
"5,10,0x5209","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x520b","7,16,0x3060000",stable,0,5,5,6,7,3
"5,10,0x5211","8,48,0x0",extinct,0,5,5,6,8,3
"5,10,0x5213","8,48,0x0",extinct,0,5,5,6,8,3
"5,10,0x5219","9,29,0x20201c000",spaceship,4,5,5,7,9,6
"5,10,0x521b","9,4,0x80e098e649cd96840",spaceship,2,5,5,8,9,8
"5,10,0x522a","7,16,0x3060000",stable,0,5,5,6,7,3
"5,10,0x523a","9,4,0x80e098e649cd96840",spaceship,2,5,5,8,9,8
"5,10,0x5401","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x5402","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x5403","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x5408","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x5409","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x540a","7,17,0x1020400",oscilator,2,5,5,6,7,4
"5,10,0x540b","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x5410","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x5411","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x5412","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x5413","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x5418","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x5419","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x541a","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x541b","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x5421","8,48,0x0",extinct,0,5,5,6,8,3
"5,10,0x5422","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x5423","9,33,0x20081c00",spaceship,4,5,5,7,9,6
"5,10,0x5428","7,42,0x0",extinct,0,5,5,6,7,3
"5,10,0x5429","8,48,0x0",extinct,0,5,5,6,8,3
"5,10,0x542a","7,17,0x1830000",stable,0,5,5,6,7,3
"5,10,0x542b","9,4,0x80e0c8cec9364b404",spaceship,2,5,5,8,9,8
"5,10,0x5430","7,42,0x0",extinct,0,5,5,6,7,3
"5,10,0x5431","8,48,0x0",extinct,0,5,5,6,8,3
"5,10,0x5432","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x5433","9,24,0x80c090501800",spaceship,3,5,5,8,9,8
"5,10,0x5438","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x5439","8,48,0x0",extinct,0,5,5,6,8,3
"5,10,0x543a","7,42,0x0",extinct,0,5,5,6,7,3
"5,10,0x543b","10,14,0xe04420882208440e000",spaceship,3,5,5,9,10,9
"5,10,0x5441","7,18,0xc18000",stable,0,5,5,6,7,3
"5,10,0x5448","7,17,0x1848600",stable,0,5,5,6,7,5
"5,10,0x5449","7,42,0x0",extinct,0,5,5,6,7,4
"5,10,0x5450","7,42,0x0",extinct,0,5,5,6,7,3
"5,10,0x5451","7,11,0x41428200",stable,0,5,5,6,7,4
"5,10,0x5458","7,17,0x1830000",stable,0,5,5,6,7,3
"5,10,0x5459","7,17,0xe1438000",spaceship,3,5,5,7,7,5
"5,10,0x5501","7,42,0x0",extinct,0,5,5,6,7,3
"5,10,0x5502","7,16,0x3090c00",stable,0,5,5,6,7,5
"5,10,0x5503","7,16,0x3060000",stable,0,5,5,6,7,3
"5,10,0x5510","7,15,0x60c0000",stable,0,5,5,6,7,3
"5,10,0x5511","7,9,0x1050a0800",stable,0,5,5,6,7,4
"5,10,0x5512","7,42,0x0",extinct,0,5,5,6,7,4
"5,10,0x5513","7,15,0x3850e0000",spaceship,3,5,5,7,7,5
"5,10,0x5601","7,42,0x0",extinct,0,5,5,6,7,3
"5,10,0x5602","7,42,0x0",extinct,0,5,5,6,7,3
"5,10,0x5603","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x5608","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x5609","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x560a","7,16,0x3060000",stable,0,5,5,6,7,3
"5,10,0x560b","7,42,0x0",extinct,0,5,5,6,7,3
"5,10,0x5610","8,48,0x0",extinct,0,5,5,6,8,3
"5,10,0x5611","8,48,0x0",extinct,0,5,5,6,8,3
"5,10,0x5612","8,48,0x0",extinct,0,5,5,6,8,3
"5,10,0x5613","8,48,0x0",extinct,0,5,5,6,8,3
"5,10,0x5618","9,29,0x20201c000",spaceship,4,5,5,7,9,6
"5,10,0x5619","9,20,0x806048140c000",spaceship,3,5,5,8,9,8
"5,10,0x561a","9,4,0x80e098e649cd96840",spaceship,2,5,5,8,9,8
"5,10,0x561b","10,13,0x1c08841104410881c000",spaceship,3,5,5,9,10,9
"5,10,0x5801","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x5809","7,17,0x1020400",oscilator,2,5,5,6,7,4
"5,10,0x5811","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x5819","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x5821","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x5828","7,17,0x1848600",stable,0,5,5,6,7,5
"5,10,0x5829","7,17,0x1830000",stable,0,5,5,6,7,3
"5,10,0x5830","7,42,0x0",extinct,0,5,5,6,7,3
"5,10,0x5831","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x5838","7,17,0x1830000",stable,0,5,5,6,7,3
"5,10,0x5839","7,42,0x0",extinct,0,5,5,6,7,3
"5,10,0x5901","7,42,0x0",extinct,0,5,5,6,7,5
"5,10,0x5911","7,23,0x60c00",stable,0,5,5,6,7,5
"5,10,0x5930","9,12,0x1c1110482411107000",spaceship,3,5,5,9,9,10
"5,10,0x5a01","7,42,0x0",extinct,0,5,5,6,7,3
"5,10,0x5a09","7,16,0x3060000",stable,0,5,5,6,7,3
"5,10,0x5a11","8,48,0x0",extinct,0,5,5,6,8,3
"5,10,0x5a19","9,4,0x80e098e649cd96840",spaceship,2,5,5,8,9,8
"5,10,0x5a28","7,42,0x0",extinct,0,5,5,6,7,6
"5,10,0x5a38","9,29,0x201008000",oscilator,2,5,5,7,9,8
"5,10,0x5c01","7,42,0x0",extinct,0,5,5,6,7,3
"5,10,0x5c08","7,11,0x41448600",stable,0,5,5,6,7,5
"5,10,0x5c09","7,11,0x41428200",stable,0,5,5,6,7,5
"5,10,0x5c10","7,42,0x0",extinct,0,5,5,6,7,4
"5,10,0x5c11","7,17,0x1c00000",oscilator,2,5,5,6,7,4
"5,10,0x5c18","7,11,0x41428200",stable,0,5,5,6,7,5
"5,10,0x5c19","7,4,0x2041410200",spaceship,3,5,5,6,7,5
"5,10,0x5c21","8,12,0xc120a0400",stable,0,5,5,6,8,4
"5,10,0x5c28","8,13,0x60304000000",spaceship,4,5,5,7,8,7
"5,10,0x5c29","8,21,0x6060000",stable,0,5,5,6,8,6
"5,10,0x5c30","8,11,0x1c2222221c00",spaceship,3,5,5,7,8,8
"5,10,0x5c31","8,4,0x81c221a0c00",spaceship,2,5,5,6,8,4
"5,10,0x5c38","8,13,0x60a02000000",spaceship,4,5,5,7,8,6
"5,10,0x5c39","8,13,0x40a060000",stable,0,5,5,6,8,5
"5,10,0x5d01","7,42,0x0",extinct,0,5,5,6,7,4
"5,10,0x5d10","8,12,0x8363e6c1000",spaceship,4,5,5,7,8,8
"5,10,0x5d11","7,42,0x0",extinct,0,5,5,6,7,4
"5,10,0x5e01","8,11,0x1c2222221c00",spaceship,3,5,5,7,8,10
"5,10,0x5e08","8,11,0x182622121c00",spaceship,2,5,5,7,8,7
"5,10,0x5e09","8,11,0x182622121c00",spaceship,2,5,5,7,8,7
"5,10,0x5e10","9,13,0x703c330d0701000",spaceship,6,5,5,8,9,12
"5,10,0x5e11","8,12,0xc120a040000",stable,0,5,5,7,8,8
"5,10,0x5e18","13,18,0x1c009008804000b00a81810c101301b06d81800000000",spaceship,12,5,5,15,13,21
"5,10,0x5e19","8,4,0x83c32465c6000",spaceship,2,5,5,7,8,4
"5,10,0x6001","7,42,0x0",extinct,0,5,5,6,7,1
"5,10,0x6003","7,42,0x0",extinct,0,5,5,6,7,1
"5,10,0x6005","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x6007","7,17,0xc2428200",stable,0,5,5,7,7,5
"5,10,0x6011","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x6013","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x6015","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x6017","7,18,0x41428200",stable,0,5,5,7,7,5
"5,10,0x6021","7,42,0x0",extinct,0,5,5,6,7,1
"5,10,0x6022","7,42,0x0",extinct,0,5,5,6,7,1
"5,10,0x6023","7,25,0x18300",stable,0,5,5,6,7,2
"5,10,0x6024","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x6025","7,42,0x0",extinct,0,5,5,6,7,3
"5,10,0x6026","7,17,0x1848600",stable,0,5,5,6,7,5
"5,10,0x6027","8,37,0x4030600",spaceship,4,5,5,8,8,7
"5,10,0x6030","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x6031","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x6032","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x6033","7,18,0x41428200",spaceship,2,5,5,7,7,4
"5,10,0x6034","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x6035","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x6036","7,24,0x30600",stable,0,5,5,6,7,3
"5,10,0x6037","8,38,0x20a0600",spaceship,4,5,5,8,8,6
"5,10,0x6041","7,42,0x0",extinct,0,5,5,6,7,1
"5,10,0x6045","7,17,0x1848600",stable,0,5,5,6,7,5
"5,10,0x6051","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x6055","7,24,0x30600",stable,0,5,5,6,7,3
"5,10,0x6064","7,17,0x1848600",stable,0,5,5,6,7,5
"5,10,0x6070","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x6074","7,24,0x30600",stable,0,5,5,6,7,3
"5,10,0x6081","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x6083","7,42,0x0",extinct,0,5,5,6,7,4
"5,10,0x6091","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x6093","7,42,0x0",extinct,0,5,5,6,7,4
"5,10,0x60a2","7,42,0x0",extinct,0,5,5,6,7,4
"5,10,0x60b2","7,42,0x0",extinct,0,5,5,6,7,4
"5,10,0x6201","7,15,0x60c0000",stable,0,5,5,6,7,2
"5,10,0x6203","7,15,0x60c0000",stable,0,5,5,6,7,2
"5,10,0x6205","7,15,0x60c0000",stable,0,5,5,6,7,3
"5,10,0x6207","12,5,0x400e01b03302386306c0100000000000000",spaceship,2,5,5,12,12,24
"5,10,0x6211","8,10,0x2050502000",stable,0,5,5,6,8,4
"5,10,0x6213","8,10,0x2050502000",stable,0,5,5,6,8,4
"5,10,0x6215","9,10,0xe0401000000",spaceship,4,5,5,6,9,6
"5,10,0x6217","13,28,0x6006d806c013030418102a00b010008802401c0000",spaceship,12,5,5,15,13,21
"5,10,0x6226","8,11,0x18204480443c00",spaceship,5,5,5,8,8,9
"5,10,0x6236","9,11,0x40201000000",oscilator,2,5,5,6,9,8
"5,10,0x6401","7,42,0x0",extinct,0,5,5,6,7,1
"5,10,0x6402","7,42,0x0",extinct,0,5,5,6,7,1
"5,10,0x6403","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x6404","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x6405","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x6406","7,17,0x1020400",oscilator,2,5,5,6,7,4
"5,10,0x6407","7,18,0x41428200",stable,0,5,5,7,7,5
"5,10,0x6410","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x6411","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x6412","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x6413","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x6414","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x6415","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x6416","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x6417","7,18,0x40828204",spaceship,3,5,5,7,7,5
"5,10,0x6421","8,21,0x4040400",oscilator,2,5,5,6,8,4
"5,10,0x6422","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x6423","8,21,0x40a0a0400",spaceship,2,5,5,7,8,4
"5,10,0x6424","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x6425","8,48,0x0",extinct,0,5,5,6,8,3
"5,10,0x6426","7,24,0x30600",stable,0,5,5,6,7,3
"5,10,0x6427","8,29,0x6060000",stable,0,5,5,7,8,6
"5,10,0x6430","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x6431","8,21,0x4040400",oscilator,2,5,5,6,8,4
"5,10,0x6432","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x6433","8,21,0x40a0a0400",spaceship,2,5,5,7,8,4
"5,10,0x6434","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x6435","8,48,0x0",extinct,0,5,5,6,8,3
"5,10,0x6436","7,42,0x0",extinct,0,5,5,6,7,3
"5,10,0x6437","8,29,0x60a0400",stable,0,5,5,7,8,5
"5,10,0x6441","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x6444","7,17,0x1020400",oscilator,2,5,5,6,7,4
"5,10,0x6445","7,42,0x0",extinct,0,5,5,6,7,4
"5,10,0x6450","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x6451","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x6454","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x6455","7,17,0xe1438000",spaceship,3,5,5,7,7,5
"5,10,0x6481","7,42,0x0",extinct,0,5,5,6,7,3
"5,10,0x6482","7,16,0x3090c00",stable,0,5,5,6,7,5
"5,10,0x6483","7,42,0x0",extinct,0,5,5,6,7,4
"5,10,0x6490","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x6491","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x6492","7,16,0x3060000",stable,0,5,5,6,7,3
"5,10,0x6493","7,42,0x0",extinct,0,5,5,6,7,5
"5,10,0x6601","7,15,0x60c0000",stable,0,5,5,6,7,2
"5,10,0x6602","7,15,0x60c0000",stable,0,5,5,6,7,2
"5,10,0x6603","7,9,0x1050a0800",stable,0,5,5,6,7,4
"5,10,0x6604","7,15,0x60c0000",stable,0,5,5,6,7,3
"5,10,0x6605","7,15,0x60c0000",stable,0,5,5,6,7,3
"5,10,0x6606","7,42,0x0",extinct,0,5,5,6,7,6
"5,10,0x6607","12,56,0x80360c61c40cc0d8070020",spaceship,2,5,5,12,12,24
"5,10,0x6610","8,10,0x2050502000",stable,0,5,5,6,8,4
"5,10,0x6611","8,10,0x2050502000",stable,0,5,5,6,8,4
"5,10,0x6612","8,10,0x2050502000",stable,0,5,5,6,8,4
"5,10,0x6613","8,10,0x2050502000",stable,0,5,5,6,8,4
"5,10,0x6614","9,10,0xe0401000000",spaceship,4,5,5,6,9,6
"5,10,0x6615","9,11,0xc050481808000",spaceship,3,5,5,7,9,8
"5,10,0x6616","9,2,0x202d26c93731307010",spaceship,2,5,5,8,9,8
"5,10,0x6617","8,9,0x605c46323c08",spaceship,2,5,5,7,8,4
"5,10,0x6801","7,42,0x0",extinct,0,5,5,6,7,1
"5,10,0x6805","7,17,0x1020400",oscilator,2,5,5,6,7,4
"5,10,0x6811","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x6815","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x6821","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x6824","7,17,0x1020400",oscilator,2,5,5,6,7,4
"5,10,0x6825","7,24,0x30600",stable,0,5,5,6,7,3
"5,10,0x6830","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x6831","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x6834","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x6835","7,42,0x0",extinct,0,5,5,6,7,3
"5,10,0x6881","7,42,0x0",extinct,0,5,5,6,7,5
"5,10,0x6891","7,42,0x0",extinct,0,5,5,6,7,6
"5,10,0x68b0","7,42,0x0",extinct,0,5,5,6,7,5
"5,10,0x6a01","7,15,0x60c0000",stable,0,5,5,6,7,2
"5,10,0x6a05","7,42,0x0",extinct,0,5,5,6,7,6
"5,10,0x6a11","8,10,0x2050502000",stable,0,5,5,6,8,4
"5,10,0x6a15","9,2,0x202d26c93731307010",spaceship,2,5,5,8,9,8
"5,10,0x6a24","7,42,0x0",extinct,0,5,5,6,7,6
"5,10,0x6a34","9,2,0x202d26c93731307010",spaceship,2,5,5,8,9,8
"5,10,0x6c01","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x6c04","7,17,0x1020400",oscilator,2,5,5,6,7,4
"5,10,0x6c05","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x6c10","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x6c11","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x6c14","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x6c15","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x6c21","8,13,0x40a0a0400",stable,0,5,5,6,8,4
"5,10,0x6c24","7,42,0x0",extinct,0,5,5,6,7,6
"5,10,0x6c25","9,6,0x2169b392671907010",spaceship,2,5,5,8,9,8
"5,10,0x6c30","7,11,0x41428200",stable,0,5,5,6,7,4
"5,10,0x6c31","8,13,0x40a0a0400",stable,0,5,5,6,8,4
"5,10,0x6c34","7,18,0xc18000",stable,0,5,5,6,7,4
"5,10,0x6c35","10,14,0xe04420882208440e000",spaceship,3,5,5,9,10,9
"5,10,0x6c81","7,42,0x0",extinct,0,5,5,6,7,5
"5,10,0x6c90","7,42,0x0",extinct,0,5,5,6,7,5
"5,10,0x6c91","7,3,0x4144450400",spaceship,2,5,5,6,7,4
"5,10,0x6e01","7,9,0x1050a0800",stable,0,5,5,6,7,4
"5,10,0x6e04","7,42,0x0",extinct,0,5,5,6,7,6
"5,10,0x6e05","7,15,0x60c0000",stable,0,5,5,6,7,4
"5,10,0x6e10","8,10,0x2050502000",stable,0,5,5,6,8,4
"5,10,0x6e11","8,10,0x2050502000",stable,0,5,5,6,8,4
"5,10,0x6e14","9,2,0x202d26c93731307010",spaceship,2,5,5,8,9,8
"5,10,0x6e15","10,13,0x1c08841104410881c000",spaceship,3,5,5,9,10,9
"5,10,0x7001","7,15,0x7000000",oscilator,2,5,5,6,7,4
"5,10,0x7003","7,9,0x105090c00",stable,0,5,5,6,7,5
"5,10,0x7011","7,42,0x0",extinct,0,5,5,6,7,3
"5,10,0x7013","7,9,0x1050a0800",stable,0,5,5,6,7,5
"5,10,0x7021","7,42,0x0",extinct,0,5,5,6,7,4
"5,10,0x7022","7,9,0x105090c00",stable,0,5,5,6,7,5
"5,10,0x7023","12,56,0x80360c61c40cc0d8070020",spaceship,2,5,5,12,12,24
"5,10,0x7030","7,42,0x0",extinct,0,5,5,6,7,3
"5,10,0x7031","7,15,0x7000000",oscilator,2,5,5,6,7,4
"5,10,0x7032","7,9,0x1050a0800",stable,0,5,5,6,7,5
"5,10,0x7033","12,5,0x400e01b03302386306c0100000000000000",spaceship,2,5,5,12,12,24
"5,10,0x7041","7,9,0x184850400",stable,0,5,5,6,7,3
"5,10,0x7051","7,10,0x82830000",stable,0,5,5,6,7,5
"5,10,0x7070","7,42,0x0",extinct,0,5,5,6,7,4
"5,10,0x7201","8,10,0x3048300000",stable,0,5,5,6,8,5
"5,10,0x7203","8,9,0x60c020000000",spaceship,4,5,5,7,8,7
"5,10,0x7211","8,10,0x3048502000",stable,0,5,5,6,8,4
"5,10,0x7213","8,17,0x60600000",stable,0,5,5,6,8,6
"5,10,0x7222","8,9,0x60c020000000",spaceship,4,5,5,7,8,7
"5,10,0x7232","8,17,0x60600000",stable,0,5,5,6,8,6
"5,10,0x7401","7,42,0x0",extinct,0,5,5,6,7,4
"5,10,0x7402","7,9,0x105090c00",stable,0,5,5,6,7,5
"5,10,0x7403","7,9,0x1050a0800",stable,0,5,5,6,7,5
"5,10,0x7410","7,42,0x0",extinct,0,5,5,6,7,3
"5,10,0x7411","7,15,0x7000000",oscilator,2,5,5,6,7,4
"5,10,0x7412","7,9,0x1050a0800",stable,0,5,5,6,7,5
"5,10,0x7413","7,2,0x8105040800",spaceship,3,5,5,6,7,5
"5,10,0x7421","9,11,0x1c1e198581c04000",spaceship,6,5,5,8,9,12
"5,10,0x7422","8,11,0x186444483800",spaceship,2,5,5,7,8,7
"5,10,0x7423","13,18,0x1c012008800406802a040c10606401b00db0030000000",spaceship,12,5,5,15,13,21
"5,10,0x7430","8,10,0x384444443800",spaceship,3,5,5,7,8,10
"5,10,0x7431","8,10,0x304850200000",stable,0,5,5,7,8,8
"5,10,0x7432","8,11,0x186444483800",spaceship,2,5,5,7,8,7
"5,10,0x7433","8,3,0x103c4c623a0600",spaceship,2,5,5,7,8,4
"5,10,0x7441","8,11,0x106c7c360800",spaceship,4,5,5,7,8,8
"5,10,0x7450","7,42,0x0",extinct,0,5,5,6,7,4
"5,10,0x7451","7,42,0x0",extinct,0,5,5,6,7,4
"5,10,0x7601","8,10,0x384444443800",spaceship,3,5,5,7,8,8
"5,10,0x7602","8,9,0x60c020000000",spaceship,4,5,5,7,8,7
"5,10,0x7603","8,9,0x605040000000",spaceship,4,5,5,7,8,6
"5,10,0x7610","8,10,0x3048502000",stable,0,5,5,6,8,4
"5,10,0x7611","8,3,0x103844583000",spaceship,2,5,5,6,8,4
"5,10,0x7612","8,17,0x60600000",stable,0,5,5,6,8,6
"5,10,0x7613","8,10,0x2050600000",stable,0,5,5,6,8,5
"5,10,0x7801","7,42,0x0",extinct,0,5,5,6,7,8
"5,10,0x7811","7,42,0x0",extinct,0,5,5,6,7,4
"5,10,0x7821","7,15,0x7000000",oscilator,2,5,5,6,7,5
"5,10,0x7830","7,42,0x0",extinct,0,5,5,6,7,4
"5,10,0x7831","7,42,0x0",extinct,0,5,5,6,7,4
"5,10,0x7a01","8,10,0x384444443800",spaceship,3,5,5,7,8,7
"5,10,0x7a11","8,17,0x60600000",stable,0,5,5,6,8,5
"5,10,0x7a30","8,17,0x60600000",stable,0,5,5,6,8,5
