start_gameboard,end_gameboard,exit_criteria,periodicity,rows,cols,max_height,max_width,runs
"(5, 4):(0, 0)|(5, 4):3:0x1201b","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,2
"(5, 4):(0, 0)|(5, 4):3:0x1201d","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(5, 4):(0, 0)|(5, 4):3:0x1201e","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,5
"(5, 3):(0, 0)|(5, 3):2:0x1417","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,11
"(5, 4):(0, 0)|(5, 4):3:0x1202b","(4, 3):(0, 0)|(4, 3):1:0x56a",stable,0,5,5,4,3,3
"(5, 4):(0, 0)|(5, 4):3:0x1202d","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,2
"(5, 4):(0, 0)|(5, 4):3:0x1202e","(3, 4):(0, 0)|(3, 4):1:0x696",stable,0,5,5,3,4,4
"(5, 2):(0, 0)|(5, 2):1:0x18f","(3, 4):(0, 0)|(3, 4):1:0x696",stable,0,5,5,3,4,3
"(5, 3):(0, 0)|(5, 3):2:0x141d","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,5
"(5, 3):(0, 0)|(5, 3):2:0x141e","(4, 4):(0, 0)|(4, 4):2:0x2596",stable,0,5,5,4,4,6
"(5, 4):(0, 0)|(5, 4):3:0x12039","(3, 4):(0, 0)|(3, 4):1:0x696",stable,0,5,5,3,4,3
"(5, 4):(0, 0)|(5, 4):3:0x1203a","(4, 4):(0, 0)|(4, 4):2:0x2596",stable,0,5,5,4,4,6
"(5, 4):(0, 0)|(5, 4):3:0x1203c","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,5
"(5, 3):(0, 0)|(5, 3):2:0x1427","(3, 4):(0, 0)|(3, 4):1:0x696",stable,0,5,5,3,4,4
"(5, 4):(0, 0)|(5, 4):3:0x1204b","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,2
"(5, 4):(0, 0)|(5, 4):3:0x1204d","(4, 3):(0, 0)|(4, 3):1:0x56a",stable,0,5,5,4,3,3
"(5, 4):(0, 0)|(5, 4):3:0x1204e","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,11
"(5, 3):(0, 0)|(5, 3):2:0x142b","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,4
"(5, 3):(0, 0)|(5, 3):2:0x142d","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(5, 3):(0, 0)|(5, 3):2:0x142e","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,4
"(5, 4):(0, 0)|(5, 4):3:0x12059","(3, 1):(0, 0)|(3, 1):0:0x7",oscillator,2,5,5,3,1,3
"(5, 4):(0, 0)|(5, 4):3:0x1205a","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,5
"(5, 4):(0, 0)|(5, 4):3:0x1205c","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,8
"(5, 3):(0, 0)|(5, 3):2:0x1433","(4, 4):(0, 0)|(4, 4):1:0x4a96",stable,0,5,5,4,4,6
"(5, 3):(0, 0)|(5, 3):2:0x1435","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,5
"(5, 3):(0, 0)|(5, 3):2:0x1436","(3, 4):(0, 0)|(3, 4):1:0x696",stable,0,5,5,3,4,3
"(5, 4):(0, 0)|(5, 4):3:0x12069","(3, 4):(0, 0)|(3, 4):1:0x696",stable,0,5,5,3,4,3
"(5, 4):(0, 0)|(5, 4):3:0x1206a","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,5
"(5, 4):(0, 0)|(5, 4):3:0x1206c","(4, 4):(0, 0)|(4, 4):2:0x2596",stable,0,5,5,4,4,6
"(5, 3):(0, 0)|(5, 3):2:0x1439","(22, 54):(0, 0)|(22, 54):49:0x400000000000038000000000001a0000000000c0400000000003019c000000000007300000000000048000000000003e00000000000020010e1c000000000426000000380018c8180001b00600e0600006a01800000000088050000000002402b80000800070c9400604000003f000181c00000300000000000000501800000000004060000000000700000000000",survival,0,5,5,22,54,99
"(5, 3):(0, 0)|(5, 3):2:0x143a","(22, 35):(0, 0)|(22, 35):12:0x2448000008888000020a0800004361000008002000008008001000a0010400948010880aa0220d015405801051410001100440100301801404603101800000002f00000078e000000e08000000800000000000000000000c00600001870c00",survival,0,5,5,22,35,99
"(5, 3):(0, 0)|(5, 3):2:0x143c","(22, 54):(0, 0)|(22, 54):4:0x8000000000000700000000000016000000000000080c000000000e6030000000003380000000000048000000000001f000000000000100000000000000000000e1c20007000000190800360000604c600158000181c0180440000000006009000000000280380004000075000000081800a4c00000e060003f000000000000300000000060280000000001808000000000000380",survival,0,5,5,22,54,99
"(5, 4):(0, 0)|(5, 4):3:0x12078","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,5
"(5, 4):(0, 0)|(5, 4):3:0x12087","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,5
"(5, 4):(0, 0)|(5, 4):3:0x1208b","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(5, 4):(0, 0)|(5, 4):3:0x1208d","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,2
"(5, 4):(0, 0)|(5, 4):3:0x1208e","(3, 4):(0, 0)|(3, 4):1:0x696",stable,0,5,5,3,4,4
"(5, 5):(0, 0)|(5, 5):4:0x110113","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(5, 5):(0, 0)|(5, 5):4:0x110115","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(5, 5):(0, 0)|(5, 5):4:0x110116","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,2
"(5, 5):(0, 0)|(5, 5):4:0x110119","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,2
"(5, 5):(0, 0)|(5, 5):4:0x11011a","(4, 3):(0, 0)|(4, 3):1:0x56a",stable,0,5,5,4,3,3
"(5, 5):(0, 0)|(5, 5):4:0x11011c","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,11
"(5, 4):(0, 0)|(5, 4):3:0x12093","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,2
"(5, 4):(0, 0)|(5, 4):3:0x12095","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(5, 4):(0, 0)|(5, 4):3:0x12096","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,2
"(5, 4):(0, 0)|(5, 4):3:0x12099","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(5, 4):(0, 0)|(5, 4):3:0x1209a","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(5, 4):(0, 0)|(5, 4):3:0x1209c","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,2
"(5, 5):(0, 0)|(5, 5):4:0x110134","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(5, 5):(0, 0)|(5, 5):4:0x110138","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,2
"(5, 4):(0, 0)|(5, 4):3:0x120a3","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,8
"(5, 4):(0, 0)|(5, 4):3:0x120a5","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,5
"(5, 4):(0, 0)|(5, 4):3:0x120a6","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,4
"(5, 4):(0, 0)|(5, 4):3:0x120a9","(3, 1):(0, 0)|(3, 1):0:0x7",oscillator,2,5,5,3,1,3
"(5, 4):(0, 0)|(5, 4):3:0x120aa","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(5, 4):(0, 0)|(5, 4):3:0x120ac","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,4
"(5, 5):(0, 0)|(5, 5):4:0x110152","(3, 1):(0, 0)|(3, 1):0:0x7",oscillator,2,5,5,3,1,3
"(5, 5):(0, 0)|(5, 5):4:0x110154","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,5
"(5, 5):(0, 0)|(5, 5):4:0x110158","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,8
"(5, 4):(0, 0)|(5, 4):3:0x120b1","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,8
"(5, 4):(0, 0)|(5, 4):3:0x120b2","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,8
"(5, 4):(0, 0)|(5, 4):3:0x120b4","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,8
"(5, 4):(0, 0)|(5, 4):3:0x120b8","(4, 4):(0, 0)|(4, 4):1:0x69a4",stable,0,5,5,4,4,5
"(5, 4):(0, 0)|(5, 4):3:0x120c3","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,5
"(5, 4):(0, 0)|(5, 4):3:0x120c5","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,11
"(5, 4):(0, 0)|(5, 4):3:0x120c6","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,11
"(5, 4):(0, 0)|(5, 4):3:0x120c9","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,5
"(5, 4):(0, 0)|(5, 4):3:0x120ca","(3, 4):(0, 0)|(3, 4):1:0x696",stable,0,5,5,3,4,4
"(5, 4):(0, 0)|(5, 4):3:0x120cc","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,5
"(5, 5):(0, 0)|(5, 5):4:0x110191","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,3
"(5, 5):(0, 0)|(5, 5):4:0x110192","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,5
"(5, 5):(0, 0)|(5, 5):4:0x110194","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,12
"(5, 5):(0, 0)|(5, 5):4:0x110198","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,8
"(5, 4):(0, 0)|(5, 4):3:0x120d1","(4, 3):(0, 0)|(4, 3):1:0x56a",stable,0,5,5,4,3,5
"(5, 4):(0, 0)|(5, 4):3:0x120d2","(3, 4):(0, 0)|(3, 4):1:0x696",stable,0,5,5,3,4,3
"(5, 4):(0, 0)|(5, 4):3:0x120d4","(4, 4):(0, 0)|(4, 4):2:0x2596",stable,0,5,5,4,4,6
"(5, 4):(0, 0)|(5, 4):3:0x120d8","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,5
"(5, 5):(0, 0)|(5, 5):4:0x1101b0","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,3
"(5, 4):(0, 0)|(5, 4):3:0x120e1","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,5
"(5, 4):(0, 0)|(5, 4):3:0x120e2","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,12
"(5, 4):(0, 0)|(5, 4):3:0x120e4","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,8
"(5, 4):(0, 0)|(5, 4):3:0x120e8","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,6
"(5, 5):(0, 0)|(5, 5):4:0x1101d0","(3, 3):(0, 0)|(3, 3):1:0xae",stable,0,5,5,3,3,3
"(5, 5):(0, 0)|(5, 5):4:0x110207","(3, 1):(0, 0)|(3, 1):0:0x7",oscillator,2,5,5,3,1,3
"(5, 5):(0, 0)|(5, 5):4:0x11020b","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(5, 5):(0, 0)|(5, 5):4:0x11020d","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(5, 5):(0, 0)|(5, 5):4:0x11020e","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,5
"(5, 5):(0, 0)|(5, 5):4:0x110213","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(5, 5):(0, 0)|(5, 5):4:0x110215","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(5, 5):(0, 0)|(5, 5):4:0x110216","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(5, 5):(0, 0)|(5, 5):4:0x110219","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,2
"(5, 5):(0, 0)|(5, 5):4:0x11021a","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,2
"(5, 5):(0, 0)|(5, 5):4:0x11021c","(3, 4):(0, 0)|(3, 4):1:0x696",stable,0,5,5,3,4,4
"(5, 5):(0, 0)|(5, 5):4:0x110223","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,2
"(5, 5):(0, 0)|(5, 5):4:0x110225","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(5, 5):(0, 0)|(5, 5):4:0x110226","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(5, 5):(0, 0)|(5, 5):4:0x110229","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(5, 5):(0, 0)|(5, 5):4:0x11022a","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(5, 5):(0, 0)|(5, 5):4:0x11022c","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(5, 5):(0, 0)|(5, 5):4:0x110231","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(5, 5):(0, 0)|(5, 5):4:0x110232","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(5, 5):(0, 0)|(5, 5):4:0x110234","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(5, 5):(0, 0)|(5, 5):4:0x110238","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,2
"(5, 5):(0, 0)|(5, 5):4:0x110243","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,2
"(5, 5):(0, 0)|(5, 5):4:0x110245","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(5, 5):(0, 0)|(5, 5):4:0x110246","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,2
"(5, 5):(0, 0)|(5, 5):4:0x110249","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(5, 5):(0, 0)|(5, 5):4:0x11024a","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(5, 5):(0, 0)|(5, 5):4:0x11024c","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,2
"(5, 5):(0, 0)|(5, 5):4:0x110251","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(5, 5):(0, 0)|(5, 5):4:0x110252","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(5, 5):(0, 0)|(5, 5):4:0x110254","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(5, 5):(0, 0)|(5, 5):4:0x110258","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,2
"(5, 5):(0, 0)|(5, 5):4:0x110261","(3, 4):(0, 0)|(3, 4):1:0x696",stable,0,5,5,3,4,3
"(5, 5):(0, 0)|(5, 5):4:0x110262","(3, 4):(0, 0)|(3, 4):1:0x696",stable,0,5,5,3,4,3
"(5, 5):(0, 0)|(5, 5):4:0x110264","(4, 3):(0, 0)|(4, 3):1:0x56a",stable,0,5,5,4,3,5
"(5, 5):(0, 0)|(5, 5):4:0x110268","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(5, 5):(0, 0)|(5, 5):4:0x110270","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(5, 5):(0, 0)|(5, 5):4:0x110283","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(5, 5):(0, 0)|(5, 5):4:0x110285","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(5, 5):(0, 0)|(5, 5):4:0x110286","(4, 3):(0, 0)|(4, 3):1:0x56a",stable,0,5,5,4,3,3
"(5, 5):(0, 0)|(5, 5):4:0x110289","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(5, 5):(0, 0)|(5, 5):4:0x11028a","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,2
"(5, 5):(0, 0)|(5, 5):4:0x11028c","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,3
"(5, 5):(0, 0)|(5, 5):4:0x110291","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(5, 5):(0, 0)|(5, 5):4:0x110292","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(5, 5):(0, 0)|(5, 5):4:0x110294","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(5, 5):(0, 0)|(5, 5):4:0x110298","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,3
"(5, 5):(0, 0)|(5, 5):4:0x1102a1","(3, 1):(0, 0)|(3, 1):0:0x7",oscillator,2,5,5,3,1,3
"(5, 5):(0, 0)|(5, 5):4:0x1102a2","(3, 1):(0, 0)|(3, 1):0:0x7",oscillator,2,5,5,3,1,3
"(5, 5):(0, 0)|(5, 5):4:0x1102a4","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,4
"(5, 5):(0, 0)|(5, 5):4:0x1102a8","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,3
"(5, 5):(0, 0)|(5, 5):4:0x1102b0","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,3
"(5, 5):(0, 0)|(5, 5):4:0x1102c1","(4, 3):(0, 0)|(4, 3):1:0x56a",stable,0,5,5,4,3,5
"(5, 5):(0, 0)|(5, 5):4:0x1102c2","(3, 4):(0, 0)|(3, 4):1:0x696",stable,0,5,5,3,4,3
"(5, 5):(0, 0)|(5, 5):4:0x1102c4","(4, 4):(0, 0)|(4, 4):2:0x2596",stable,0,5,5,4,4,6
"(5, 5):(0, 0)|(5, 5):4:0x1102c8","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,5
"(5, 5):(0, 0)|(5, 5):4:0x1102d0","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,3
"(5, 5):(0, 0)|(5, 5):4:0x110303","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(5, 5):(0, 0)|(5, 5):4:0x110305","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(5, 5):(0, 0)|(5, 5):4:0x110306","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,2
"(5, 5):(0, 0)|(5, 5):4:0x110309","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,2
"(5, 5):(0, 0)|(5, 5):4:0x11030a","(4, 3):(0, 0)|(4, 3):1:0x56a",stable,0,5,5,4,3,3
"(5, 5):(0, 0)|(5, 5):4:0x11030c","(4, 3):(0, 0)|(4, 3):1:0x56a",stable,0,5,5,4,3,3
"(5, 5):(0, 0)|(5, 5):4:0x110311","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,2
"(5, 5):(0, 0)|(5, 5):4:0x110312","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,2
"(5, 5):(0, 0)|(5, 5):4:0x110314","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,3
"(5, 5):(0, 0)|(5, 5):4:0x110321","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(5, 5):(0, 0)|(5, 5):4:0x110322","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(5, 5):(0, 0)|(5, 5):4:0x110324","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(5, 5):(0, 0)|(5, 5):4:0x110328","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,2
"(5, 5):(0, 0)|(5, 5):4:0x110330","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,2
"(5, 5):(0, 0)|(5, 5):4:0x110341","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(5, 5):(0, 0)|(5, 5):4:0x110342","(3, 1):(0, 0)|(3, 1):0:0x7",oscillator,2,5,5,3,1,3
"(5, 5):(0, 0)|(5, 5):4:0x110344","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,5
"(5, 5):(0, 0)|(5, 5):4:0x110348","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,8
"(5, 5):(0, 0)|(5, 5):4:0x110350","(3, 3):(0, 0)|(3, 3):1:0xae",stable,0,5,5,3,3,3
"(5, 5):(0, 0)|(5, 5):4:0x110381","(4, 3):(0, 0)|(4, 3):1:0x56a",stable,0,5,5,4,3,5
"(5, 5):(0, 0)|(5, 5):4:0x110382","(3, 4):(0, 0)|(3, 4):1:0x696",stable,0,5,5,3,4,3
"(5, 5):(0, 0)|(5, 5):4:0x110384","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,5
"(5, 5):(0, 0)|(5, 5):4:0x110388","(4, 4):(0, 0)|(4, 4):2:0x2596",stable,0,5,5,4,4,6
"(5, 5):(0, 0)|(5, 5):4:0x110390","(4, 4):(0, 0)|(4, 4):2:0x2596",stable,0,5,5,4,4,4
"(5, 3):(0, 0)|(5, 3):2:0x1447","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,3
"(5, 4):(0, 0)|(5, 4):3:0x1210b","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(5, 4):(0, 0)|(5, 4):3:0x1210d","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,3
"(5, 4):(0, 0)|(5, 4):3:0x1210e","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,16
"(5, 2):(0, 0)|(5, 2):1:0x197","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,8
"(5, 3):(0, 0)|(5, 3):2:0x144d","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,4
"(5, 3):(0, 0)|(5, 3):2:0x144e","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,5
"(5, 4):(0, 0)|(5, 4):3:0x12119","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,8
"(5, 4):(0, 0)|(5, 4):3:0x1211a","(3, 4):(0, 0)|(3, 4):1:0x696",stable,0,5,5,3,4,3
"(5, 4):(0, 0)|(5, 4):3:0x1211c","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,5
"(5, 2):(0, 0)|(5, 2):1:0x19b","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,5
"(5, 3):(0, 0)|(5, 3):2:0x1455","(13, 13):(0, 0)|(13, 13):6:0x400500280080000603482580c0000200280140040",stable,0,5,5,13,13,21
"(5, 3):(0, 0)|(5, 3):2:0x1456","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,4
"(5, 4):(0, 0)|(5, 4):3:0x12129","(3, 4):(0, 0)|(3, 4):1:0x696",stable,0,5,5,3,4,3
"(5, 4):(0, 0)|(5, 4):3:0x1212a","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,5
"(5, 4):(0, 0)|(5, 4):3:0x1212c","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,6
"(5, 2):(0, 0)|(5, 2):1:0x19d","(3, 1):(0, 0)|(3, 1):0:0x7",oscillator,2,5,5,3,1,5
"(5, 2):(0, 0)|(5, 2):1:0x19e","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,5
"(5, 3):(0, 0)|(5, 3):2:0x145c","(3, 3):(0, 0)|(3, 3):1:0xae",stable,0,5,5,3,3,6
"(5, 4):(0, 0)|(5, 4):3:0x12138","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,5
"(5, 3):(0, 0)|(5, 3):2:0x1463","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,6
"(5, 3):(0, 0)|(5, 3):2:0x1465","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,3
"(5, 3):(0, 0)|(5, 3):2:0x1466","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,29
"(5, 4):(0, 0)|(5, 4):3:0x12149","(4, 3):(0, 0)|(4, 3):1:0x56a",stable,0,5,5,4,3,5
"(5, 4):(0, 0)|(5, 4):3:0x1214a","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,7
"(5, 4):(0, 0)|(5, 4):3:0x1214c","(1, 3):(0, 0)|(1, 3):0:0x7",oscillator,2,5,5,1,3,5
"(5, 3):(0, 0)|(5, 3):2:0x1469","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,10
"(5, 3):(0, 0)|(5, 3):2:0x146a","(35, 22):(0, 0)|(35, 22):13:0x100000600021c0018180040200001000308000d80001e000010000000338000d206008228010ca0072800055c0100000455c017280010ca008228012060038000c0000300100001e0000d8000308000010004020018180021c000060000100",survival,0,5,5,35,22,99
"(5, 3):(0, 0)|(5, 3):2:0x146c","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,3
"(5, 4):(0, 0)|(5, 4):3:0x12158","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,4
"(5, 3):(0, 0)|(5, 3):2:0x1471","(9, 9):(0, 0)|(9, 9):7:0x20281404000030240c0",stable,0,5,5,9,9,25
"(5, 3):(0, 0)|(5, 3):2:0x1472","(25, 51):(0, 0)|(25, 51):46:0x100000000000070000000000019000000000000300000000000020000000018002000000003003800000000005a00000000000380008000000120003c00000018008ace000003006b14000000000128c30000070c035060000012003c000000627a010000000c042000000000106c00604000240d800c10000380400003800000060300000000012060000000002400000000000300000000000",survival,0,5,5,25,51,99
"(5, 3):(0, 0)|(5, 3):2:0x1474","(7, 16):(0, 0)|(7, 16):1:0x6000c0c3234303e0084014401440",survival,0,5,5,7,16,99
