start_gameboard,end_gameboard,exit_criteria,periodicity,rows,cols,max_height,max_width,runs
"(5, 5):(0, 0)|(5, 5):4:0x17effe","(3, 4):(0, 0)|(3, 4):1:0x696",stable,0,5,5,3,4,5
"(5, 5):(0, 0)|(5, 5):4:0x17f3ff","(17, 26):(0, 0)|(17, 26):12:0x3800000001000001c000007000000000000000000000000004000001000000000000000000000000000000000000000c3180030c6000",survival,0,5,5,17,26,99
"(5, 5):(0, 0)|(5, 5):4:0x17f5ff","(9, 9):(0, 0)|(9, 9):6:0x6048180000405028080",stable,0,5,5,9,9,29
"(5, 5):(0, 0)|(5, 5):4:0x17f6ff","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,13
"(5, 5):(0, 0)|(5, 5):4:0x17f77f","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,32
"(5, 5):(0, 0)|(5, 5):4:0x17f7bf","(42, 29):(0, 0)|(42, 29):19:0x60000003000000000000000000080c00004090000203000000000000000000000000000000000000801c000e01a200f8047008202c00c800e00ea20004321c0070808007c30040630802071c001018c000007c007001c0000004000000000300000018000000000000000000000000000000000000000000000000000000000000000020000006c000006e000003e000000e00000020",survival,0,5,5,42,29,99
"(5, 5):(0, 0)|(5, 5):4:0x17f7df","(3, 1):(0, 0)|(3, 1):0:0x7",oscillator,2,5,5,3,1,17
"(5, 5):(0, 0)|(5, 5):4:0x17f7ef","(4, 3):(0, 0)|(4, 3):1:0x56a",stable,0,5,5,4,3,25
"(5, 5):(0, 0)|(5, 5):4:0x17f7f7","(29, 28):(0, 0)|(29, 28):0:0xc000000a000000800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000030000003",survival,0,5,5,29,28,99
"(5, 5):(0, 0)|(5, 5):4:0x17f7fb","(29, 39):(0, 0)|(29, 39):29:0x3800000001300000000450000000027000000018300000000a40000000000000000000000000003000000000c0000000009000000001b7000000008008000000303c006130018c0004200440026f8008800e9600d900180401c880030c03001044180000190200000063c400000000280000000000000000000000000000000000000000000000000700",survival,0,5,5,29,39,99
"(5, 5):(0, 0)|(5, 5):4:0x17f7fd","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,28
"(5, 5):(0, 0)|(5, 5):4:0x17f7fe","(7, 6):(0, 0)|(7, 6):4:0x30c0000c30",stable,0,5,5,7,6,57
"(5, 5):(0, 0)|(5, 5):4:0x17f9ff","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,12
"(5, 5):(0, 0)|(5, 5):4:0x17faff","(28, 14):(0, 0)|(28, 14):8:0xc003000000000000002000c005000000000000000003000c0000000000c004000c00000002000c38188cc20004400d00",survival,0,5,5,28,14,99
"(5, 5):(0, 0)|(5, 5):4:0x17fb7f","(50, 24):(0, 0)|(50, 24):3:0x1c00006c0200810780832f40c040600145c02129800c00000000000000000000000000000000000c00000c0000000000000000000000000000000000000000000000000050000030000020000000000c00000c00000000000000007060000060000000001c0000220c00360c004200006c00004400003800000000000000001806002469001f69000f06000560000440000300000300",survival,0,5,5,50,24,99
"(5, 5):(0, 0)|(5, 5):4:0x17fbbf","(17, 26):(0, 0)|(17, 26):12:0x3800000001000001c000007000000000000000000000000004000001000000000000000000000000000000000000000c3180030c6000",survival,0,5,5,17,26,99
"(5, 5):(0, 0)|(5, 5):4:0x17fbdf","(50, 24):(0, 0)|(50, 24):3:0x1c00006c0200810780832f40c040600145c02129800c00000000000000000000000000000000000c00000c0000000000000000000000000000000000000000000000000050000030000020000000000c00000c00000000000000007060000060000000001c0000220c00360c004200006c00004400003800000000000000001806002469001f69000f06000560000440000300000300",survival,0,5,5,50,24,99
"(5, 5):(0, 0)|(5, 5):4:0x17fbef","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,3
"(5, 5):(0, 0)|(5, 5):4:0x17fbf7","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,3
"(5, 5):(0, 0)|(5, 5):4:0x17fbfb","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,3
"(5, 5):(0, 0)|(5, 5):4:0x17fbfd","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,3
"(5, 5):(0, 0)|(5, 5):4:0x17fbfe","(4, 3):(0, 0)|(4, 3):1:0x56a",stable,0,5,5,4,3,5
"(5, 5):(0, 0)|(5, 5):4:0x17fcff","(3, 4):(0, 0)|(3, 4):1:0x696",stable,0,5,5,3,4,32
"(5, 5):(0, 0)|(5, 5):4:0x17fd7f","(9, 9):(0, 0)|(9, 9):6:0x6048180000405028080",stable,0,5,5,9,9,29
"(5, 5):(0, 0)|(5, 5):4:0x17fdbf","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,8
"(5, 5):(0, 0)|(5, 5):4:0x17fddf","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,12
"(5, 5):(0, 0)|(5, 5):4:0x17fdef","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,20
"(5, 5):(0, 0)|(5, 5):4:0x17fdf7","(24, 50):(0, 0)|(24, 50):43:0x180000000000090000000003024000000000c06000000300000002000060c00681c000203001b098000000000036000000000edc0000000e03334000030561f0480000c114b0000000025128048000008d4400c0000020e0000000000000003600000000000400000000000c10600000000304180000000080000000000010800000000004800000000000e00000000000",survival,0,5,5,24,50,99
"(5, 5):(0, 0)|(5, 5):4:0x17fdfb","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,12
"(5, 5):(0, 0)|(5, 5):4:0x17fdfd","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,12
"(5, 5):(0, 0)|(5, 5):4:0x17fdfe","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,3
"(5, 5):(0, 0)|(5, 5):4:0x17fe7f","(8, 11):(0, 0)|(8, 11):9:0x600c00600c0001002004",oscillator,2,5,5,8,11,69
"(5, 5):(0, 0)|(5, 5):4:0x17febf","(3, 1):(0, 0)|(3, 1):0:0x7",oscillator,2,5,5,3,1,10
"(5, 5):(0, 0)|(5, 5):4:0x17fedf","(18, 9):(0, 0)|(18, 9):3:0x502812063e000000281401018cc0044020100070",survival,0,5,5,18,9,99
"(5, 5):(0, 0)|(5, 5):4:0x17feef","(20, 20):(0, 0)|(20, 20):9:0x400009000008001080001800000000e000000000080001000010c0008000000000000000020001c000160001000000001c",survival,0,5,5,20,20,99
"(5, 5):(0, 0)|(5, 5):4:0x17fef7","(20, 22):(0, 0)|(20, 22):16:0xd00002b000250000f000038000e8000fc0005a000140000200000043000392000a480020c0007000016080090200d0080240000700",survival,0,5,5,20,22,99
"(5, 5):(0, 0)|(5, 5):4:0x17fefb","(15, 13):(0, 0)|(15, 13):4:0x6003060030000000001800c000000000000c0060000c0060",stable,0,5,5,15,13,82
"(5, 5):(0, 0)|(5, 5):4:0x17fefd","(19, 16):(0, 0)|(19, 16):15:0x10e05000300000000200050009360487075901e000000b580b9804040104000000d800200",survival,0,5,5,19,16,99
"(5, 5):(0, 0)|(5, 5):4:0x17fefe","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,6
"(5, 5):(0, 0)|(5, 5):4:0x17ff3f","(27, 33):(0, 0)|(27, 33):14:0x10004000140070000a00070002000f80000007000030000000180000000000030000000240000001b00000001400000003000000089c00000480000001d8000000084380000400000001200000002000000000000000000000000000000000000000002800000014000000040000",survival,0,5,5,27,33,99
"(5, 5):(0, 0)|(5, 5):4:0x17ff5f","(4, 4):(0, 0)|(4, 4):1:0x4a96",stable,0,5,5,4,4,7
"(5, 5):(0, 0)|(5, 5):4:0x17ff6f","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,10
"(5, 5):(0, 0)|(5, 5):4:0x17ff77","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,10
"(5, 5):(0, 0)|(5, 5):4:0x17ff7b","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,6
"(5, 5):(0, 0)|(5, 5):4:0x17ff7d","(7, 5):(0, 0)|(7, 5):0:0x70010841c",oscillator,2,5,5,7,5,14
"(5, 5):(0, 0)|(5, 5):4:0x17ff7e","(4, 3):(0, 0)|(4, 3):1:0x56a",stable,0,5,5,4,3,9
"(5, 5):(0, 0)|(5, 5):4:0x17ff9f","(20, 18):(0, 0)|(20, 18):0:0xc00030100006000180002000000c00030200014000500008430014c000c00e700168017c005500198001200070",survival,0,5,5,20,18,99
"(5, 5):(0, 0)|(5, 5):4:0x17ffaf","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,10
"(5, 5):(0, 0)|(5, 5):4:0x17ffb7","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,10
"(5, 5):(0, 0)|(5, 5):4:0x17ffbb","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,6
"(5, 5):(0, 0)|(5, 5):4:0x17ffbd","(35, 29):(0, 0)|(35, 29):5:0x300000028180000011c0000010000720b8000118000006800010240000806000010000002c000002400000050000008600041c1000384000022108e01b8889008c10980c6007000000000028000000600000070018000800c18280001614000018000000e00000070000003800000080000007000000c8000003800000080",survival,0,5,5,35,29,99
"(5, 5):(0, 0)|(5, 5):4:0x17ffbe","(13, 13):(0, 0)|(13, 13):6:0x400500280080000603482580c0000200280140040",stable,0,5,5,13,13,21
"(5, 5):(0, 0)|(5, 5):4:0x17ffcf","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,3
"(5, 5):(0, 0)|(5, 5):4:0x17ffd7","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(5, 5):(0, 0)|(5, 5):4:0x17ffdb","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(5, 5):(0, 0)|(5, 5):4:0x17ffdd","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,3
"(5, 5):(0, 0)|(5, 5):4:0x17ffde","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,6
"(5, 5):(0, 0)|(5, 5):4:0x17ffe7","(24, 50):(0, 0)|(24, 50):43:0x180000000000090000000003024000000000c06000000300000002000060c00681c000203001b098000000000036000000000edc0000000e03334000030561f0480000c114b0000000025128048000008d4400c0000020e0000000000000003600000000000400000000000c10600000000304180000000080000000000010800000000004800000000000e00000000000",survival,0,5,5,24,50,99
"(5, 5):(0, 0)|(5, 5):4:0x17ffeb","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,12
"(5, 5):(0, 0)|(5, 5):4:0x17ffed","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,12
"(5, 5):(0, 0)|(5, 5):4:0x17ffee","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,3
"(5, 5):(0, 0)|(5, 5):4:0x17fff3","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,12
"(5, 5):(0, 0)|(5, 5):4:0x17fff5","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,12
"(5, 5):(0, 0)|(5, 5):4:0x17fff6","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,3
"(5, 5):(0, 0)|(5, 5):4:0x17fff9","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,12
"(5, 5):(0, 0)|(5, 5):4:0x17fffa","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,4
"(5, 5):(0, 0)|(5, 5):4:0x17fffc","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,4
"(5, 5):(0, 0)|(5, 5):4:0x18ffff","(23, 23):(0, 0)|(23, 23):13:0x800002800005800003000006e00067b00078d00200a008d0001ba00008800000000000800002c018158032e41809903011a0006a4000550000240000700000400",survival,0,5,5,23,23,99
"(5, 5):(0, 0)|(5, 5):4:0x197fff","(37, 13):(0, 0)|(37, 13):7:0x382ec6ae318188844a14d840400600000000000000000000000000e0040010000000000000006003000000000000c00a00e00900880460310070038",survival,0,5,5,37,13,99
"(5, 5):(0, 0)|(5, 5):4:0x19bfff","(17, 32):(0, 0)|(17, 32):18:0x200000005000007030000088000000c4000000020000000a00020044000500a0020900900506207005005014020090130000600a800000018000000c0000000c0000",survival,0,5,5,17,32,99
"(5, 5):(0, 0)|(5, 5):4:0x19dfff","(8, 12):(0, 0)|(8, 12):6:0x38000082145145082c00c00",oscillator,2,5,5,8,12,26
"(5, 5):(0, 0)|(5, 5):4:0x19efff","(31, 30):(0, 0)|(31, 30):0:0x38000000800004010000180000000000000090000002400000070000000000000000000000018000000600001800000060000000c0000011800000450000011400000070000c00b00030850000050000000000000000000000000000000000000070000001c000001a8000008c000001600000030",survival,0,5,5,31,30,99
"(5, 5):(0, 0)|(5, 5):4:0x19f7ff","(11, 33):(0, 0)|(11, 33):5:0x380080002400e0c00c00d8903300385018b0081018980000e870020400000385040c0362420030e0c000182000",survival,0,5,5,11,33,99
"(5, 5):(0, 0)|(5, 5):4:0x19fbff","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,20
"(5, 5):(0, 0)|(5, 5):4:0x19fdff","(17, 32):(0, 0)|(17, 32):18:0x200000005000007030000088000000c4000000020000000a00020044000500a0020900900506207005005014020090130000600a800000018000000c0000000c0000",survival,0,5,5,17,32,99
"(5, 5):(0, 0)|(5, 5):4:0x19feff","(5, 10):(0, 0)|(5, 10):9:0x10040100380",oscillator,2,5,5,5,10,73
"(5, 5):(0, 0)|(5, 5):4:0x19ff7f","(26, 30):(0, 0)|(26, 30):9:0x70000000c0000000000000000000010000000e000000480000008024000000980000041800000f00000e30000024100004704403a9807030f8104082e0a003080440012021024380480a060120380000000000000000000400000028000000c00",survival,0,5,5,26,30,99
"(5, 5):(0, 0)|(5, 5):4:0x19ffbf","(26, 30):(0, 0)|(26, 30):9:0x70000000c0000000000000000000010000000e000000480000008024000000980000041800000f00000e30000024100004704403a9807030f8104082e0a003080440012021024380480a060120380000000000000000000400000028000000c00",survival,0,5,5,26,30,99
"(5, 5):(0, 0)|(5, 5):4:0x19ffdf","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,20
"(5, 5):(0, 0)|(5, 5):4:0x19ffef","(3, 1):(0, 0)|(3, 1):0:0x7",oscillator,2,5,5,3,1,18
"(5, 5):(0, 0)|(5, 5):4:0x19fff7","(7, 13):(0, 0)|(7, 13):11:0x8e0b086cb63910050010",survival,0,5,5,7,13,99
"(5, 5):(0, 0)|(5, 5):4:0x19fffb","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,7
"(5, 5):(0, 0)|(5, 5):4:0x19fffd","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,6
"(5, 5):(0, 0)|(5, 5):4:0x19fffe","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,7
"(5, 5):(0, 0)|(5, 5):4:0x1a7fff","(20, 36):(0, 0)|(20, 36):34:0x300008800500017400100014c000003840000003580000000000000000e000000060018000070018000000000000000800000007c0000000ba00000c1870000200c60000c307c0000818f8000099fd00000583800000",survival,0,5,5,20,36,99
"(5, 5):(0, 0)|(5, 5):4:0x1abfff","(15, 13):(0, 0)|(15, 13):8:0x70048030000002400c01c0180040000000200280240cc06",survival,0,5,5,15,13,99
"(5, 5):(0, 0)|(5, 5):4:0x1adfff","(16, 12):(0, 0)|(16, 12):1:0x600a0040000c0ca0641c01c0000000000180180e01c01401",survival,0,5,5,16,12,99
"(5, 5):(0, 0)|(5, 5):4:0x1aefff","(3, 7):(0, 0)|(3, 7):5:0xc1f0",oscillator,2,5,5,3,7,17
"(5, 5):(0, 0)|(5, 5):4:0x1af7ff","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,49
"(5, 5):(0, 0)|(5, 5):4:0x1afbff","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,20
"(5, 5):(0, 0)|(5, 5):4:0x1afdff","(4, 4):(0, 0)|(4, 4):2:0x2596",stable,0,5,5,4,4,23
"(5, 5):(0, 0)|(5, 5):4:0x1afeff","(15, 15):(0, 0)|(15, 15):13:0xc00180000000000001006500ca000800007000000010002000400",oscillator,2,5,5,15,15,47
"(5, 5):(0, 0)|(5, 5):4:0x1aff7f","(3, 7):(0, 0)|(3, 7):5:0xc1f0",oscillator,2,5,5,3,7,17
"(5, 5):(0, 0)|(5, 5):4:0x1affbf","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,49
"(5, 5):(0, 0)|(5, 5):4:0x1affdf","(15, 18):(0, 0)|(15, 18):1:0x102004040102000000004000098006c0008e001180001800066003a8001400440011",survival,0,5,5,15,18,99
"(5, 5):(0, 0)|(5, 5):4:0x1affef","(31, 35):(0, 0)|(31, 35):24:0x180000000500000001c00000000000000006cc000000db4000000a6200000f8c40000039041000e0010700720220b00880040000e001dc600800080c00020689800047ea0000081880008000850038007110088004e001c80899000e001060000e412c000f8c450000298840000db4000001b3000000000000000700000000500000000600",survival,0,5,5,31,35,99
"(5, 5):(0, 0)|(5, 5):4:0x1afff7","(5, 11):(0, 0)|(5, 11):2:0x10050121984806",stable,0,5,5,5,11,10
"(5, 5):(0, 0)|(5, 5):4:0x1afffb","(31, 19):(0, 0)|(31, 19):7:0x3800070000000000003018060300c060180c0000000040021801c680c4d80b0a00a08000001f0001c000100000080006c0005000040c0002c18044d007180003440019400028000200",survival,0,5,5,31,19,99
"(5, 5):(0, 0)|(5, 5):4:0x1afffd","(7, 12):(0, 0)|(7, 12):1:0x404a0a409006040040040",oscillator,2,5,5,7,12,19
"(5, 5):(0, 0)|(5, 5):4:0x1afffe","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,7
"(5, 5):(0, 0)|(5, 5):4:0x1b3fff","(50, 24):(0, 0)|(50, 24):18:0x3800403601e08102f4c106020303a2800194840000300000000000000000000000000000000000300000300000000000000000000000000000000000000000000a00000c0000040000000000003000003000000000000000060e00060000000000003800304400306c00004200003600002200001c0000000000000060180096240096f80060f00006a00002200000c00000c000",survival,0,5,5,50,24,99
"(5, 5):(0, 0)|(5, 5):4:0x1b5fff","(27, 36):(0, 0)|(27, 36):28:0xc00000001200000000e0000000040000000800000001000000000810000000010000000010000000180000000286000000309000000005000000002000000000000000000000000000000000000100050000700048000700050000881800000781800000680006000000009000000007000000002000",survival,0,5,5,27,36,99
"(5, 5):(0, 0)|(5, 5):4:0x1b6fff","(37, 13):(0, 0)|(37, 13):7:0x382ec6ae318188844a14d840400600000000000000000000000000e0040010000000000000006003000000000000c00a00e00900880460310070038",survival,0,5,5,37,13,99
"(5, 5):(0, 0)|(5, 5):4:0x1b77ff","(14, 14):(0, 0)|(14, 14):11:0x1800900180000000000000000000000004002800a001000",stable,0,5,5,14,14,48
"(5, 5):(0, 0)|(5, 5):4:0x1b7bff","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,20
"(5, 5):(0, 0)|(5, 5):4:0x1b7dff","(50, 24):(0, 0)|(50, 24):18:0x3800403601e08102f4c106020303a2800194840000300000000000000000000000000000000000300000300000000000000000000000000000000000000000000a00000c0000040000000000003000003000000000000000060e00060000000000003800304400306c00004200003600002200001c0000000000000060180096240096f80060f00006a00002200000c00000c000",survival,0,5,5,50,24,99
"(5, 5):(0, 0)|(5, 5):4:0x1b7eff","(13, 11):(0, 0)|(13, 11):0:0x600c0000000000000070000410821040001c",oscillator,2,5,5,13,11,55
"(5, 5):(0, 0)|(5, 5):4:0x1b7f7f","(37, 13):(0, 0)|(37, 13):7:0x382ec6ae318188844a14d840400600000000000000000000000000e0040010000000000000006003000000000000c00a00e00900880460310070038",survival,0,5,5,37,13,99
"(5, 5):(0, 0)|(5, 5):4:0x1b7fbf","(9, 9):(0, 0)|(9, 9):6:0x6048180000405028080",stable,0,5,5,9,9,41
"(5, 5):(0, 0)|(5, 5):4:0x1b7fdf","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,20
"(5, 5):(0, 0)|(5, 5):4:0x1b7fef","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,4
"(5, 5):(0, 0)|(5, 5):4:0x1b7ff7","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,4
"(5, 5):(0, 0)|(5, 5):4:0x1b7ffb","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,3
"(5, 5):(0, 0)|(5, 5):4:0x1b7ffd","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,6
"(5, 5):(0, 0)|(5, 5):4:0x1b7ffe","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,7
"(5, 5):(0, 0)|(5, 5):4:0x1b9fff","(3, 4):(0, 0)|(3, 4):1:0x696",stable,0,5,5,3,4,20
"(5, 5):(0, 0)|(5, 5):4:0x1bafff","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,8
"(5, 5):(0, 0)|(5, 5):4:0x1bb7ff","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,32
"(5, 5):(0, 0)|(5, 5):4:0x1bbbff","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,12
"(5, 5):(0, 0)|(5, 5):4:0x1bbdff","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,8
"(5, 5):(0, 0)|(5, 5):4:0x1bbeff","(26, 13):(0, 0)|(26, 13):6:0x800a00200000000000000000000000000000000000400500280080000603482580c0000200280140040",stable,0,5,5,26,13,91
"(5, 5):(0, 0)|(5, 5):4:0x1bbf7f","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,8
"(5, 5):(0, 0)|(5, 5):4:0x1bbfbf","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,8
"(5, 5):(0, 0)|(5, 5):4:0x1bbfdf","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,12
"(5, 5):(0, 0)|(5, 5):4:0x1bbfef","(4, 4):(0, 0)|(4, 4):2:0x2596",stable,0,5,5,4,4,25
"(5, 5):(0, 0)|(5, 5):4:0x1bbff7","(24, 50):(0, 0)|(24, 50):43:0x180000000000090000000003024000000000c06000000300000002000060c00681c000203001b098000000000036000000000edc0000000e03334000030561f0480000c114b0000000025128048000008d4400c0000020e0000000000000003600000000000400000000000c10600000000304180000000080000000000010800000000004800000000000e00000000000",survival,0,5,5,24,50,99
"(5, 5):(0, 0)|(5, 5):4:0x1bbffb","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,12
"(5, 5):(0, 0)|(5, 5):4:0x1bbffd","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,12
"(5, 5):(0, 0)|(5, 5):4:0x1bbffe","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,3
"(5, 5):(0, 0)|(5, 5):4:0x1bcfff","(3, 4):(0, 0)|(3, 4):1:0x696",stable,0,5,5,3,4,57
"(5, 5):(0, 0)|(5, 5):4:0x1bd7ff","(20, 11):(0, 0)|(20, 11):7:0x18070040040060240481b4250da0a0080000000000000000001803",survival,0,5,5,20,11,99
"(5, 5):(0, 0)|(5, 5):4:0x1bdbff","(10, 4):(0, 0)|(10, 4):0:0xcc00000696",stable,0,5,5,10,4,80
"(5, 5):(0, 0)|(5, 5):4:0x1bddff","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,8
"(5, 5):(0, 0)|(5, 5):4:0x1bdeff","(32, 39):(0, 0)|(32, 39):19:0x1c0000000c7e0000003b520000018a54000004ed900000032300002380c0040042018044008201010000040b00680003080bb0000080702000070096800004011a00000801100000080140020000000002000000001c000000000000030000000006000000000000000000000000000000000000000000000000000000000000000000000000000002000000000a000000001400000000100000",survival,0,5,5,32,39,99
"(5, 5):(0, 0)|(5, 5):4:0x1bdf7f","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,41
"(5, 5):(0, 0)|(5, 5):4:0x1bdfbf","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,41
"(5, 5):(0, 0)|(5, 5):4:0x1bdfdf","(10, 4):(0, 0)|(10, 4):0:0xcc00000696",stable,0,5,5,10,4,80
"(5, 5):(0, 0)|(5, 5):4:0x1bdfef","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,36
"(5, 5):(0, 0)|(5, 5):4:0x1bdff7","(4, 4):(0, 0)|(4, 4):1:0x4a96",stable,0,5,5,4,4,62
"(5, 5):(0, 0)|(5, 5):4:0x1bdffb","(7, 12):(0, 0)|(7, 12):2:0x200c0e00e0110930be024",survival,0,5,5,7,12,99
"(5, 5):(0, 0)|(5, 5):4:0x1bdffd","(7, 12):(0, 0)|(7, 12):2:0x200c0e00e0110930be024",survival,0,5,5,7,12,99
"(5, 5):(0, 0)|(5, 5):4:0x1bdffe","(7, 15):(0, 0)|(7, 15):13:0xb001e1c506e00c0007e0044",survival,0,5,5,7,15,99
"(5, 5):(0, 0)|(5, 5):4:0x1be7ff","(6, 4):(0, 0)|(6, 4):0:0xe00033",oscillator,2,5,5,6,4,15
"(5, 5):(0, 0)|(5, 5):4:0x1bebff","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,20
"(5, 5):(0, 0)|(5, 5):4:0x1bedff","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,26
"(5, 5):(0, 0)|(5, 5):4:0x1beeff","(11, 14):(0, 0)|(11, 14):4:0x200080021000a382800400010004001000001c",oscillator,2,5,5,11,14,36
"(5, 5):(0, 0)|(5, 5):4:0x1bef7f","(24, 15):(0, 0)|(24, 15):0:0x8001000200000000000000000030009000c080028009000c00000003800000000000000000000000c002400300",oscillator,2,5,5,24,15,82
"(5, 5):(0, 0)|(5, 5):4:0x1befbf","(24, 15):(0, 0)|(24, 15):0:0x8001000200000000000000000030009000c080028009000c00000003800000000000000000000000c002400300",oscillator,2,5,5,24,15,82
"(5, 5):(0, 0)|(5, 5):4:0x1befdf","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,20
"(5, 5):(0, 0)|(5, 5):4:0x1befef","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,10
"(5, 5):(0, 0)|(5, 5):4:0x1beff7","(3, 3):(0, 0)|(3, 3):1:0xea",stable,0,5,5,3,3,24
"(5, 5):(0, 0)|(5, 5):4:0x1beffb","(7, 12):(0, 0)|(7, 12):2:0x200c0e00e0110930be024",survival,0,5,5,7,12,99
"(5, 5):(0, 0)|(5, 5):4:0x1beffd","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,12
"(5, 5):(0, 0)|(5, 5):4:0x1beffe","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,7
"(5, 5):(0, 0)|(5, 5):4:0x1bf3ff","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,16
