start_gameboard,end_gameboard,exit_criteria,periodicity,rows,cols,max_height,max_width,runs
"(5, 5):(0, 0)|(5, 5):2:0x7dbfab","(18, 50):(0, 0)|(18, 50):5:0x403000000000680c0000000021000000000030400c0000000d0003000000035000001800002450000c00000034000080000164003000000031600c00001002041000000e0071040000068008810000072800000000002100000000009c80000000003dc0000000018000000000006000",survival,0,5,5,18,50,99
"(5, 5):(0, 0)|(5, 5):2:0x7dbfad","(21, 12):(0, 0)|(21, 12):4:0xc410b0eb0060700601d0028188180140000000000007000020050020000e00",survival,0,5,5,21,12,99
"(5, 5):(0, 0)|(5, 5):2:0x7dbfae","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,35
"(5, 5):(0, 0)|(5, 5):2:0x7dbfb3","(10, 7):(0, 0)|(10, 7):1:0x1848a0800000c24282",stable,0,5,5,10,7,65
"(5, 5):(0, 0)|(5, 5):2:0x7dbfb5","(21, 12):(0, 0)|(21, 12):4:0xc410b0eb0060700601d0028188180140000000000007000020050020000e00",survival,0,5,5,21,12,99
"(5, 5):(0, 0)|(5, 5):2:0x7dbfb6","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,16
"(5, 5):(0, 0)|(5, 5):2:0x7dbfb9","(4, 4):(0, 0)|(4, 4):2:0x2596",stable,0,5,5,4,4,16
"(5, 5):(0, 0)|(5, 5):2:0x7dbfba","(10, 23):(0, 0)|(10, 23):0:0x3000006000000000000000018000330000600000000000000001800003",stable,0,5,5,10,23,69
"(5, 5):(0, 0)|(5, 5):2:0x7dbfc7","(4, 3):(0, 0)|(4, 3):1:0x56a",stable,0,5,5,4,3,7
"(5, 5):(0, 0)|(5, 5):2:0x7dbfcb","(7, 10):(0, 0)|(7, 10):7:0x7000000020080200",oscillator,2,5,5,7,10,42
"(5, 5):(0, 0)|(5, 5):2:0x7dbfcd","(4, 3):(0, 0)|(4, 3):1:0x56a",stable,0,5,5,4,3,7
"(5, 5):(0, 0)|(5, 5):2:0x7dbfce","(4, 3):(0, 0)|(4, 3):1:0x56a",stable,0,5,5,4,3,7
"(5, 5):(0, 0)|(5, 5):2:0x7dbfd3","(4, 3):(0, 0)|(4, 3):1:0x56a",stable,0,5,5,4,3,7
"(5, 5):(0, 0)|(5, 5):2:0x7dbfd5","(4, 3):(0, 0)|(4, 3):1:0x56a",stable,0,5,5,4,3,7
"(5, 5):(0, 0)|(5, 5):2:0x7dbfd6","(4, 3):(0, 0)|(4, 3):1:0x56a",stable,0,5,5,4,3,7
"(5, 5):(0, 0)|(5, 5):2:0x7dbfd9","(4, 3):(0, 0)|(4, 3):1:0x56a",stable,0,5,5,4,3,7
"(5, 5):(0, 0)|(5, 5):2:0x7dbfda","(4, 3):(0, 0)|(4, 3):1:0x56a",stable,0,5,5,4,3,7
"(5, 5):(0, 0)|(5, 5):2:0x7dbfe9","(17, 7):(0, 0)|(17, 7):0:0x70c988c0104000000000101318b270",survival,0,5,5,17,7,99
"(5, 5):(0, 0)|(5, 5):2:0x7dbfea","(11, 17):(0, 0)|(11, 17):9:0x20002c01f200fdb45036e303140d0fdb07c8002c00080",survival,0,5,5,11,17,99
"(5, 5):(0, 0)|(5, 5):2:0x7dbff1","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,14
"(5, 5):(0, 0)|(5, 5):2:0x7dbff2","(3, 1):(0, 0)|(3, 1):0:0x7",oscillator,2,5,5,3,1,9
"(5, 5):(0, 0)|(5, 5):2:0x7dc3ff","(10, 23):(0, 0)|(10, 23):21:0x18000030000000000018000330000600000000000300000600000",stable,0,5,5,10,23,80
"(5, 5):(0, 0)|(5, 5):2:0x7dc5ff","(35, 39):(0, 0)|(35, 39):1:0x80000000030000000005000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002000000000c00000000394000000031800000003640a0000022824000000108800000040e",survival,0,5,5,35,39,99
"(5, 5):(0, 0)|(5, 5):2:0x7dc6ff","(4, 3):(0, 0)|(4, 3):1:0x56a",stable,0,5,5,4,3,33
"(5, 5):(0, 0)|(5, 5):2:0x7dc77f","(13, 13):(0, 0)|(13, 13):6:0x400500280080000603482580c0000200280140040",stable,0,5,5,13,13,34
"(5, 5):(0, 0)|(5, 5):2:0x7dc7bf","(9, 16):(0, 0)|(9, 16):12:0x900090000c008c20603a4014400080050",survival,0,5,5,9,16,99
"(5, 5):(0, 0)|(5, 5):2:0x7dc7df","(7, 5):(0, 0)|(7, 5):3:0xc6002298",stable,0,5,5,7,5,31
"(5, 5):(0, 0)|(5, 5):2:0x7dc7ef","(8, 17):(0, 0)|(8, 17):0:0x8000400020000000000000001800120006",oscillator,2,5,5,8,17,85
"(5, 5):(0, 0)|(5, 5):2:0x7dc7f7","(11, 8):(0, 0)|(11, 8):1:0x6060000020db0302505830",survival,0,5,5,11,8,99
"(5, 5):(0, 0)|(5, 5):2:0x7dc7fb","(28, 31):(0, 0)|(28, 31):13:0x70000000c30000000a00000020010000700200000005000000050000000a0000060800001200000014000003f0000011000000830000190400004b08000060400000000000000000000000000000020000007c000000700000008000000000000000700000016000000300",survival,0,5,5,28,31,99
"(5, 5):(0, 0)|(5, 5):2:0x7dc7fd","(13, 13):(0, 0)|(13, 13):6:0x400500280080000603482580c0000200280140040",stable,0,5,5,13,13,21
"(5, 5):(0, 0)|(5, 5):2:0x7dc7fe","(17, 26):(0, 0)|(17, 26):13:0x18c3000630c0000000000000000000000000000000000000001400000d0019020008a25001f1a20000e8000012e00003000000007000",survival,0,5,5,17,26,99
"(5, 5):(0, 0)|(5, 5):2:0x7dc9ff","(3, 4):(0, 0)|(3, 4):1:0x696",stable,0,5,5,3,4,61
"(5, 5):(0, 0)|(5, 5):2:0x7dcaff","(4, 3):(0, 0)|(4, 3):1:0x56a",stable,0,5,5,4,3,25
"(5, 5):(0, 0)|(5, 5):2:0x7dcb7f","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,13
"(5, 5):(0, 0)|(5, 5):2:0x7dcbbf","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,11
"(5, 5):(0, 0)|(5, 5):2:0x7dcbdf","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,13
"(5, 5):(0, 0)|(5, 5):2:0x7dcbef","(4, 4):(0, 0)|(4, 4):2:0x2596",stable,0,5,5,4,4,13
"(5, 5):(0, 0)|(5, 5):2:0x7dcbf7","(3, 1):(0, 0)|(3, 1):0:0x7",oscillator,2,5,5,3,1,33
"(5, 5):(0, 0)|(5, 5):2:0x7dcbfb","(33, 21):(0, 0)|(33, 21):8:0x18000340001b60012d8006f000068000300001b0000000c00006000000003c00e1b004440011ba0075d00000801d70011b80111000e1b0000f6000030000000000006c000300001a0006f0004b6001b6000d00001800",survival,0,5,5,33,21,99
"(5, 5):(0, 0)|(5, 5):2:0x7dcbfd","(13, 13):(0, 0)|(13, 13):6:0x400500280080000603482580c0000200280140040",stable,0,5,5,13,13,21
"(5, 5):(0, 0)|(5, 5):2:0x7dcbfe","(1, 3):(0, 0)|(1, 3):0:0x7",oscillator,2,5,5,1,3,28
"(5, 5):(0, 0)|(5, 5):2:0x7dccff","(15, 20):(0, 0)|(15, 20):1:0x40000a0000a0000400000000000000000000000000000000000000000000000050000300002",survival,0,5,5,15,20,99
"(5, 5):(0, 0)|(5, 5):2:0x7dcd7f","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,33
"(5, 5):(0, 0)|(5, 5):2:0x7dcdbf","(35, 39):(0, 0)|(35, 39):1:0x80000000030000000005000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002000000000c00000000394000000031800000003640a0000022824000000108800000040e",survival,0,5,5,35,39,99
"(5, 5):(0, 0)|(5, 5):2:0x7dcddf","(3, 4):(0, 0)|(3, 4):1:0x696",stable,0,5,5,3,4,61
"(5, 5):(0, 0)|(5, 5):2:0x7dcdf7","(4, 9):(0, 0)|(4, 9):1:0x4051b1206",stable,0,5,5,4,9,25
"(5, 5):(0, 0)|(5, 5):2:0x7dcdfb","(4, 9):(0, 0)|(4, 9):6:0x361684c0",stable,0,5,5,4,9,8
"(5, 5):(0, 0)|(5, 5):2:0x7dcdfd","(3, 3):(0, 0)|(3, 3):0:0x1aa",stable,0,5,5,3,3,8
"(5, 5):(0, 0)|(5, 5):2:0x7dcdfe","(4, 3):(0, 0)|(4, 3):1:0x56a",stable,0,5,5,4,3,16
"(5, 5):(0, 0)|(5, 5):2:0x7dce7f","(4, 8):(0, 0)|(4, 8):6:0x205c5c2",stable,0,5,5,4,8,30
"(5, 5):(0, 0)|(5, 5):2:0x7dcebf","(24, 25):(0, 0)|(24, 25):7:0x100000240000a20000400000440000000000380000080071050028800e6c400728004800072400000c1804000cc20003a100006000005000001000001400000a00000200000000000e000",survival,0,5,5,24,25,99
"(5, 5):(0, 0)|(5, 5):2:0x7dcedf","(24, 30):(0, 0)|(24, 30):5:0x400000028000001b00000064000000b00000038000003c00000380060000601800198000000600000018000000100000030000000e00000046000030800000c1a000000300000030000000e0000002400008050000101c0001c",survival,0,5,5,24,30,99
"(5, 5):(0, 0)|(5, 5):2:0x7dceef","(3, 3):(0, 0)|(3, 3):1:0xaa",stable,0,5,5,3,3,24
"(5, 5):(0, 0)|(5, 5):2:0x7dcef7","(15, 34):(0, 0)|(15, 34):0:0x280000000600000001800000000000000000400000005000000018000300000000c0000000002000000014000000090000000180000000000000600000001800",survival,0,5,5,15,34,99
"(5, 5):(0, 0)|(5, 5):2:0x7dcefb","(40, 39):(0, 0)|(40, 39):17:0x4004000002000200000020800000102204000019833000000020000003004018000f8080f800008002000000000000010a000a1004181c0c10014000050006000003001808020300003c1e000000444400000045100000008a2000000194c0000001c700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000080000000020000000007000000000",survival,0,5,5,40,39,99
"(5, 5):(0, 0)|(5, 5):2:0x7dcefd","(3, 3):(0, 0)|(3, 3):0:0x1aa",stable,0,5,5,3,3,8
"(5, 5):(0, 0)|(5, 5):2:0x7dcefe","(10, 5):(0, 0)|(10, 5):1:0x114c000000063",stable,0,5,5,10,5,45
"(5, 5):(0, 0)|(5, 5):2:0x7dcf3f","(28, 25):(0, 0)|(28, 25):3:0x1800000a000000000000800003c000001000000800014000009c00000600000300000140000040000000000000000070000000000000010000030000018000002628001b88001800001c000007d00004080002000001b00",survival,0,5,5,28,25,99
"(5, 5):(0, 0)|(5, 5):2:0x7dcf5f","(18, 51):(0, 0)|(18, 51):36:0x3004000000000601c0000000000e2c0000000000c0c010000000007002000000001200c61c00000040792000000080004806000012069700c0000381d10000000000818000080000211000014000042000c0300000880018000000093000000000002206000000000000c00000000",survival,0,5,5,18,51,99
"(5, 5):(0, 0)|(5, 5):2:0x7dcf6f","(10, 10):(0, 0)|(10, 10):5:0x40f87130e2489b10c601b010",survival,0,5,5,10,10,99
"(5, 5):(0, 0)|(5, 5):2:0x7dcf77","(8, 8):(0, 0)|(8, 8):1:0x6090600000060906",stable,0,5,5,8,8,30
"(5, 5):(0, 0)|(5, 5):2:0x7dcf7b","(24, 44):(0, 0)|(24, 44):3:0x100000000003800000000064060000000ac060000000b000000000090000000000700000000006000000000000000000000040000000001e0000000002200000003c240000001421c0000031d00000020001500000a021810000060268f0000000d7030000000d0020000000d01c0000000c0080000000e0000000000500000000003000",survival,0,5,5,24,44,99
"(5, 5):(0, 0)|(5, 5):2:0x7dcf7d","(9, 9):(0, 0)|(9, 9):0:0x186c28080000405028080",stable,0,5,5,9,9,15
"(5, 5):(0, 0)|(5, 5):2:0x7dcf7e","(4, 4):(0, 0)|(4, 4):1:0x6996",stable,0,5,5,4,4,19
"(5, 5):(0, 0)|(5, 5):2:0x7dcf9f","(18, 21):(0, 0)|(18, 21):8:0x3000018000000000000000000000000010000140181101208c0605400030c000900002c000020000180000c600003",survival,0,5,5,18,21,99
"(5, 5):(0, 0)|(5, 5):2:0x7dcfaf","(8, 17):(0, 0)|(8, 17):0:0x8000400020000000000000001800120006",oscillator,2,5,5,8,17,85
"(5, 5):(0, 0)|(5, 5):2:0x7dcfb7","(8, 8):(0, 0)|(8, 8):1:0x6090600000060906",stable,0,5,5,8,8,30
"(5, 5):(0, 0)|(5, 5):2:0x7dcfbb","(29, 42):(0, 0)|(29, 42):12:0x3000000000140000600006000000018008000301a004000080c8d10001e0064e000088039ac0181c0ce30006020349000000000c000a00000100040000000000a0000000001000000000080000000007000000000320000000000c00000000000000000000000000001800000000070000000003500000000004000000000d40000000001c00000000030000000002c000000000c00000",survival,0,5,5,29,42,99
"(5, 5):(0, 0)|(5, 5):2:0x7dcfbd","(13, 16):(0, 0)|(13, 16):13:0x4000a000900060000000000000000e3800000080008000800",oscillator,2,5,5,13,16,38
"(5, 5):(0, 0)|(5, 5):2:0x7dcfbe","(38, 21):(0, 0)|(38, 21):4:0x200003c00041000440c020c901a84c0304c0003c000000000000000000000000000000000300001800000000000000000000000000000000000000280000c030040380000c000300c004070000480041683501e1b068d40300000600000300000a00003",survival,0,5,5,38,21,99
"(5, 5):(0, 0)|(5, 5):2:0x7dcfcf","(3, 4):(0, 0)|(3, 4):1:0x696",stable,0,5,5,3,4,10
"(5, 5):(0, 0)|(5, 5):2:0x7dcfd7","(23, 54):(0, 0)|(23, 54):8:0x20000000000000c000000000000581800000000008060000000000000000800000840006060000020d801814000200a6000000001c027000000000980900400000022018078180000280063106000000003118800001b00003c200000100000408000000800000000000088000000000004000000000000160000000000c095000000000302580000000000048000000000001200000000000038",survival,0,5,5,23,54,99
"(5, 5):(0, 0)|(5, 5):2:0x7dcfdb","(33, 21):(0, 0)|(33, 21):8:0x18000340001b60012d8006f000068000300001b0000000c00006000000003c00e1b004440011ba0075d00000801d70011b80111000e1b0000f6000030000000000006c000300001a0006f0004b6001b6000d00001800",survival,0,5,5,33,21,99
"(5, 5):(0, 0)|(5, 5):2:0x7dcfdd","(13, 13):(0, 0)|(13, 13):6:0x400500280080000603482580c0000200280140040",stable,0,5,5,13,13,21
"(5, 5):(0, 0)|(5, 5):2:0x7dcfde","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,6
"(5, 5):(0, 0)|(5, 5):2:0x7dcfe7","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,29
"(5, 5):(0, 0)|(5, 5):2:0x7dcfeb","(3, 3):(0, 0)|(3, 3):0:0x1aa",stable,0,5,5,3,3,8
"(5, 5):(0, 0)|(5, 5):2:0x7dcfed","(28, 31):(0, 0)|(28, 31):13:0x70000000c30000000a00000020010000700200000005000000050000000a0000060800001200000014000003f0000011000000830000190400004b08000060400000000000000000000000000000020000007c000000700000008000000000000000700000016000000300",survival,0,5,5,28,31,99
"(5, 5):(0, 0)|(5, 5):2:0x7dcfee","(23, 31):(0, 0)|(23, 31):0:0x1c000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004000000280000003",survival,0,5,5,23,31,99
"(5, 5):(0, 0)|(5, 5):2:0x7dcff3","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,48
"(5, 5):(0, 0)|(5, 5):2:0x7dcff5","(46, 48):(0, 0)|(46, 48):19:0x1c00000000003600000000001580000000001b8000000000158000000000171800000000020c0000000042280000000023300000000018800000000000200000000002c000000000010000000000000000000000000000000000000000000000000000000000000000000001000000000002800000000002800000000001000000000000000000000000000000001c00000000007e0000000000818000000000830000000000d8c18000000020c24030000000e18038000000e0007c000000200006000001b70040000000990000000000410000000000260000000000180000000000000000000000000700002000000300007e00000280009b0000060001a3000006d000bc000000100018000000300000",survival,0,5,5,46,48,99
"(5, 5):(0, 0)|(5, 5):2:0x7dcff6","(3, 3):(0, 0)|(3, 3):1:0xab",stable,0,5,5,3,3,34
"(5, 5):(0, 0)|(5, 5):2:0x7dcff9","(28, 31):(0, 0)|(28, 31):13:0x70000000c30000000a00000020010000700200000005000000050000000a0000060800001200000014000003f0000011000000830000190400004b08000060400000000000000000000000000000020000007c000000700000008000000000000000700000016000000300",survival,0,5,5,28,31,99
"(5, 5):(0, 0)|(5, 5):2:0x7dcffa","(33, 21):(0, 0)|(33, 21):8:0x18000340001b60012d8006f000068000300001b0000000c00006000000003c00e1b004440011ba0075d00000801d70011b80111000e1b0000f6000030000000000006c000300001a0006f0004b6001b6000d00001800",survival,0,5,5,33,21,99
"(5, 5):(0, 0)|(5, 5):2:0x7dcffc","(13, 13):(0, 0)|(13, 13):6:0x400500280080000603482580c0000200280140040",stable,0,5,5,13,13,21
"(5, 5):(0, 0)|(5, 5):2:0x7dd1ff","(13, 13):(0, 0)|(13, 13):6:0x400500280080000603482580c0000200280140040",stable,0,5,5,13,13,19
"(5, 5):(0, 0)|(5, 5):2:0x7dd2ff","(31, 38):(0, 0)|(31, 38):4:0x200000000080000000020000000000000000038e0000000000000000020600002008140003603040000d8070000033026000007c12000001f03400000480140000000040000008038000021024000007c090000007018000001800000000e00000000d8000000012000000c071000003018c00000006300000001800000000c000000002800000000b00000000120000000038",survival,0,5,5,31,38,99
"(5, 5):(0, 0)|(5, 5):2:0x7dd37f","(22, 28):(0, 0)|(22, 28):2:0x38000000000000803000080300008000000000008038001c0000034000004200000c000000c800000ec60000d010000f8100e000100010d202041f0021a320020c53800000b800e0d180000520",survival,0,5,5,22,28,99
"(5, 5):(0, 0)|(5, 5):2:0x7dd3bf","(22, 9):(0, 0)|(22, 9):1:0x10140a02000080e00000100804301403018000a03008405010",survival,0,5,5,22,9,99
"(5, 5):(0, 0)|(5, 5):2:0x7dd3df","(22, 9):(0, 0)|(22, 9):1:0x10140a02000080e00000100804301403018000a03008405010",survival,0,5,5,22,9,99
"(5, 5):(0, 0)|(5, 5):2:0x7dd3ef","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,23
"(5, 5):(0, 0)|(5, 5):2:0x7dd3f7","(4, 3):(0, 0)|(4, 3):1:0x56a",stable,0,5,5,4,3,39
"(5, 5):(0, 0)|(5, 5):2:0x7dd3fb","(33, 14):(0, 0)|(33, 14):9:0x18005000c0000000000000000000000000000000000000000000000000000030012004c000e0004205006c002207e03ed3c731ec04ae1a0010",survival,0,5,5,33,14,99
"(5, 5):(0, 0)|(5, 5):2:0x7dd3fd","(32, 35):(0, 0)|(32, 35):18:0x200000000c000000028c6000c0623200260386c0082000c142640c0518db8300221200600002c0040000300100000000000000000000000000000000000000000000600000000c000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c0000080180000200000000700000000",survival,0,5,5,32,35,99
"(5, 5):(0, 0)|(5, 5):2:0x7dd3fe","(32, 35):(0, 0)|(32, 35):18:0x200000000c000000028c6000c0623200260386c0082000c142640c0518db8300221200600002c0040000300100000000000000000000000000000000000000000000600000000c000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c0000080180000200000000700000000",survival,0,5,5,32,35,99
"(5, 5):(0, 0)|(5, 5):2:0x7dd4ff","(15, 20):(0, 0)|(15, 20):1:0x40000a0000a0000400000000000000000000000000000000000000000000000050000300002",survival,0,5,5,15,20,99
"(5, 5):(0, 0)|(5, 5):2:0x7dd57f","(2, 4):(0, 0)|(2, 4):1:0x7e",oscillator,2,5,5,2,4,13
"(5, 5):(0, 0)|(5, 5):2:0x7dd5bf","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,22
"(5, 5):(0, 0)|(5, 5):2:0x7dd5df","(30, 18):(0, 0)|(30, 18):13:0x400048601218180004c000360024580de601f000200000000000007048121210244419a10be8086000000000000000001c002e800880002000800011000381800060",survival,0,5,5,30,18,99
"(5, 5):(0, 0)|(5, 5):2:0x7dd5f7","(22, 36):(0, 0)|(22, 36):26:0x3800000002800000108400000288c00000288804000101c0a30000000a3000018040000010000000010000000118000000080000600000000a0000000040000000000008800000015400000001220000003250000000e6000000140000000080",survival,0,5,5,22,36,99
"(5, 5):(0, 0)|(5, 5):2:0x7dd5fb","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,12
"(5, 5):(0, 0)|(5, 5):2:0x7dd5fd","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,13
"(5, 5):(0, 0)|(5, 5):2:0x7dd5fe","(14, 23):(0, 0)|(14, 23):14:0xe0000120000c00001040002100002400001000000100000300000700000140000300000a00001",survival,0,5,5,14,23,99
"(5, 5):(0, 0)|(5, 5):2:0x7dd67f","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,19
"(5, 5):(0, 0)|(5, 5):2:0x7dd6bf","(21, 17):(0, 0)|(21, 17):4:0x1000340011001700000000c004a002480021a038080a1e03008082e0004800380000000006000480024000c00",survival,0,5,5,21,17,99
"(5, 5):(0, 0)|(5, 5):2:0x7dd6df","(10, 18):(0, 0)|(10, 18):2:0x30001200048000c000000080005000140002000038000",oscillator,2,5,5,10,18,70
"(5, 5):(0, 0)|(5, 5):2:0x7dd6ef","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,41
"(5, 5):(0, 0)|(5, 5):2:0x7dd6f7","(6, 4):(0, 0)|(6, 4):2:0x3300cc",stable,0,5,5,6,4,15
"(5, 5):(0, 0)|(5, 5):2:0x7dd6fb","(5, 8):(0, 0)|(5, 8):5:0x60502c0c0",stable,0,5,5,5,8,8
"(5, 5):(0, 0)|(5, 5):2:0x7dd6fd","(23, 12):(0, 0)|(23, 12):1:0x400a00a00400038018048030000000000000000000000002005008004003180240180",survival,0,5,5,23,12,99
"(5, 5):(0, 0)|(5, 5):2:0x7dd6fe","(36, 25):(0, 0)|(36, 25):11:0x1000000000000600000300000080000980000380000080000000001000000c000000000003800401400200000000ec000066006000004802981401cc040c300006f60003080000dc00002000000f00600080580001280400b83a004000a000007003000000800091c000cc000024000",survival,0,5,5,36,25,99
"(5, 5):(0, 0)|(5, 5):2:0x7dd73f","(1, 3):(0, 0)|(1, 3):0:0x7",oscillator,2,5,5,1,3,42
"(5, 5):(0, 0)|(5, 5):2:0x7dd75f","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,12
"(5, 5):(0, 0)|(5, 5):2:0x7dd76f","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,14
"(5, 5):(0, 0)|(5, 5):2:0x7dd777","(36, 55):(0, 0)|(36, 55):51:0x100000000000007000000000000130000000000007c0000000000c0f6000000000181a80000000000036000000000000280000000000000000000000000000000000000003c00000000000070000000180000600000003000002000000000000130000000000004400000000000048000000020000e0000000050000000000000c000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000040000000000003000000000000030000000000000",survival,0,5,5,36,55,99
"(5, 5):(0, 0)|(5, 5):2:0x7dd77b","(8, 13):(0, 0)|(8, 13):9:0x61c2800b0028304180000700",oscillator,2,5,5,8,13,25
"(5, 5):(0, 0)|(5, 5):2:0x7dd77d","(13, 13):(0, 0)|(13, 13):6:0x400500280080000603482580c0000200280140040",stable,0,5,5,13,13,26
"(5, 5):(0, 0)|(5, 5):2:0x7dd77e","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,5
"(5, 5):(0, 0)|(5, 5):2:0x7dd79f","(54, 23):(0, 0)|(54, 23):4:0x20000088000180001c91c02708c04094c0664100304c00008000000000000000000000000000000018000030000000000000000000000000000000000000000000800000c0000300000000000000030000060000000000000001c1800003000000000100000503001b0600240000d80000a0000080000000000000000231000ce300110b0006880013000021000038000000000000000000000060",survival,0,5,5,54,23,99
"(5, 5):(0, 0)|(5, 5):2:0x7dd7af","(12, 17):(0, 0)|(12, 17):14:0x300024000a0002000000000000000000000300024000c000",stable,0,5,5,12,17,54
"(5, 5):(0, 0)|(5, 5):2:0x7dd7b7","(17, 15):(0, 0)|(17, 15):12:0x40008001000000000000000000004000800100000071c2000a10242030400",oscillator,2,5,5,17,15,86
"(5, 5):(0, 0)|(5, 5):2:0x7dd7bb","(4, 4):(0, 0)|(4, 4):1:0x69a4",stable,0,5,5,4,4,7
"(5, 5):(0, 0)|(5, 5):2:0x7dd7bd","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,13
"(5, 5):(0, 0)|(5, 5):2:0x7dd7be","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,5
"(5, 5):(0, 0)|(5, 5):2:0x7dd7cf","(3, 1):(0, 0)|(3, 1):0:0x7",oscillator,2,5,5,3,1,19
"(5, 5):(0, 0)|(5, 5):2:0x7dd7d7","(4, 9):(0, 0)|(4, 9):7:0x1b0e40c0",stable,0,5,5,4,9,10
"(5, 5):(0, 0)|(5, 5):2:0x7dd7db","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,8
"(5, 5):(0, 0)|(5, 5):2:0x7dd7dd","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,5
"(5, 5):(0, 0)|(5, 5):2:0x7dd7de","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,5
"(5, 5):(0, 0)|(5, 5):2:0x7dd7e7","(1, 3):(0, 0)|(1, 3):0:0x7",oscillator,2,5,5,1,3,29
"(5, 5):(0, 0)|(5, 5):2:0x7dd7eb","(3, 3):(0, 0)|(3, 3):0:0x1aa",stable,0,5,5,3,3,8
"(5, 5):(0, 0)|(5, 5):2:0x7dd7ed","(3, 4):(0, 0)|(3, 4):1:0x696",stable,0,5,5,3,4,7
"(5, 5):(0, 0)|(5, 5):2:0x7dd7ee","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,26
"(5, 5):(0, 0)|(5, 5):2:0x7dd7f3","(14, 13):(0, 0)|(14, 13):1:0x1b80ac0c6027102941410c4801c000000000000000001c",survival,0,5,5,14,13,99
"(5, 5):(0, 0)|(5, 5):2:0x7dd7f5","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,17
"(5, 5):(0, 0)|(5, 5):2:0x7dd7f6","(9, 8):(0, 0)|(9, 8):0:0xc0c00000c0c6090906",stable,0,5,5,9,8,38
"(5, 5):(0, 0)|(5, 5):2:0x7dd7f9","(3, 4):(0, 0)|(3, 4):1:0x696",stable,0,5,5,3,4,7
"(5, 5):(0, 0)|(5, 5):2:0x7dd7fa","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,6
"(5, 5):(0, 0)|(5, 5):2:0x7dd7fc","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,5
"(5, 5):(0, 0)|(5, 5):2:0x7dd8ff","(32, 35):(0, 0)|(32, 35):32:0xe00000000400001801000003000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000300000000600000000000000000000000000000000000000000000800c0000200340000600484400c1db18a0302642830004100361c064004c46030006314000000030000000040000",survival,0,5,5,32,35,99
"(5, 5):(0, 0)|(5, 5):2:0x7dd97f","(33, 21):(0, 0)|(33, 21):11:0x3000016000db000da4001ec000b0000180006c00000000000180000de0001b0e00111003b1001d70020000175c00bb100044401b0e007800000000c000060000001b0000180002c0001ec00369000db000058000300",survival,0,5,5,33,21,99
"(5, 5):(0, 0)|(5, 5):2:0x7dd9bf","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,9
